PLATE,MJD,RACEN,DECCEN,RUN2D,RUN1D,QUALITY,SN^2,N_gal,N_QSO,N_star,N_unk,N_sky,SURVEY,PROG,CHUNK,TILEID,PUBLIC
6407,56311,179.17,20.67,v5_7_0,v5_7_0,good,17.5,611,177,73,59,80,boss,boss,boss33,15347,DR11
6408,56329,169.84,27.36,v5_7_0,v5_7_0,good,28.7,587,201,91,41,80,boss,boss,boss33,15348,DR11
6409,56306,172.27,27.01,v5_7_0,v5_7_0,good,17.4,591,185,80,64,80,boss,boss,boss33,15349,DR11
6410,56336,174.87,26.74,v5_7_0,v5_7_0,good,11.9,582,208,66,59,85,boss,boss,boss33,15350,DR11
6411,56331,178.00,26.50,v5_7_0,v5_7_0,good,14.2,623,186,56,55,80,boss,boss,boss33,15351,DR11
6412,56358,165.82,26.18,v5_7_0,v5_7_0,good,19.1,566,233,88,33,80,boss,boss,boss33,15352,DR11
6413,56336,168.42,25.70,v5_7_0,v5_7_0,good,12.0,593,192,64,71,80,boss,boss,boss33,15353,DR11
6414,56306,171.11,25.16,v5_7_0,v5_7_0,good,13.2,586,201,64,69,80,boss,boss,boss33,15354,DR11
6415,56310,173.77,24.66,v5_7_0,v5_7_0,good,18.5,630,160,70,60,80,boss,boss,boss33,15355,DR11
6416,56312,176.42,24.92,v5_7_0,v5_7_0,good,15.6,514,181,72,153,80,boss,boss,boss33,15356,DR11
6417,56308,162.18,24.41,v5_7_0,v5_7_0,good,14.3,566,205,70,79,80,boss,boss,boss33,15357,DR11
6418,56354,164.77,24.05,v5_7_0,v5_7_0,good,16.7,530,229,112,49,80,boss,boss,boss33,15358,DR11
6419,56331,167.41,23.97,v5_7_0,v5_7_0,good,13.7,639,146,72,63,80,boss,boss,boss33,15359,DR11
6420,56304,169.80,23.36,v5_7_0,v5_7_0,good,11.4,563,197,61,99,80,boss,boss,boss33,15360,DR11
6421,56274,172.48,23.08,v5_7_0,v5_7_0,good,31.0,572,202,109,37,80,boss,boss,boss33,15361,DR11
6422,56328,175.73,22.78,v5_7_0,v5_7_0,good,18.5,627,168,74,51,80,boss,boss,boss33,15362,DR11
6423,56313,177.89,22.60,v5_7_0,v5_7_0,good,15.9,667,123,71,59,80,boss,boss,boss33,15363,DR11
6424,56272,155.73,22.68,v5_7_0,v5_7_0,good,16.0,593,198,77,52,80,boss,boss,boss33,15364,DR11
6425,56298,158.27,23.10,v5_7_0,v5_7_0,good,37.7,545,254,91,30,80,boss,boss,boss33,15365,DR11
6426,56334,160.78,22.54,v5_7_0,v5_7_0,good,21.3,543,209,109,51,88,boss,boss,boss33,15366,DR11
6427,56328,163.29,22.19,v5_7_0,v5_7_0,good,17.4,531,218,112,55,84,boss,boss,boss33,15367,DR11
6428,56279,166.03,22.06,v5_7_0,v5_7_0,good,29.2,527,220,105,46,102,boss,boss,boss33,15368,DR11
6429,56274,168.70,21.65,v5_7_0,v5_7_0,good,20.3,578,186,90,66,80,boss,boss,boss33,15369,DR11
6430,56299,171.18,21.21,v5_7_0,v5_7_0,good,13.1,577,206,78,57,82,boss,boss,boss33,15370,DR11
6431,56311,174.09,21.27,v5_7_0,v5_7_0,good,17.3,558,201,90,71,80,boss,boss,boss33,15371,DR11
6432,56309,176.66,20.37,v5_7_0,v5_7_0,good,15.5,635,165,75,45,80,boss,boss,boss33,15372,DR11
6433,56339,175.19,30.67,v5_7_0,v5_7_0,good,13.8,606,179,82,53,80,boss,boss,boss33,15373,DR11
6434,56362,171.02,29.56,v5_7_0,v5_7_0,good,12.4,475,261,82,80,102,boss,boss,boss33,15374,DR11
6435,56341,167.19,28.06,v5_7_0,v5_7_0,good,11.9,605,181,78,56,80,boss,boss,boss33,15375,DR11
6436,56363,172.70,31.40,v5_7_0,v5_7_0,good,13.7,553,159,87,121,80,boss,boss,boss33,15376,DR11
6437,56340,163.34,26.45,v5_7_0,v5_7_0,good,19.6,643,165,73,39,80,boss,boss,boss33,15377,DR11
6438,56367,170.00,31.95,v5_7_0,v5_7_0,good,12.6,566,193,88,63,90,boss,boss,boss33,15378,DR11
6439,56358,159.76,25.11,v5_7_0,v5_7_0,good,18.2,544,234,86,40,96,boss,boss,boss33,15379,DR11
6440,56370,167.56,32.53,v5_7_0,v5_7_0,good,13.4,625,179,71,45,80,boss,boss,boss33,15380,DR11
6441,56364,168.36,29.87,v5_7_0,v5_7_0,good,19.6,580,204,86,50,80,boss,boss,boss33,15381,DR11
6442,56369,164.93,32.74,v5_7_0,v5_7_0,good,15.6,554,234,80,52,80,boss,boss,boss33,15382,DR11
6443,56367,165.92,30.31,v5_7_0,v5_7_0,good,15.7,580,211,74,55,80,boss,boss,boss33,15383,DR11
6444,56339,162.33,33.37,v5_7_0,v5_7_0,good,12.0,639,164,57,60,80,boss,boss,boss33,15384,DR11
6445,56366,163.22,30.99,v5_7_0,v5_7_0,good,15.0,601,199,74,46,80,boss,boss,boss33,15385,DR11
6446,56363,164.37,28.37,v5_7_0,v5_7_0,good,15.5,571,202,86,61,80,boss,boss,boss33,15386,DR11
6447,56362,159.70,33.51,v5_7_0,v5_7_0,good,14.3,676,139,65,40,80,boss,boss,boss33,15387,DR11
6448,56365,160.74,31.49,v5_7_0,v5_7_0,good,17.0,641,172,65,42,80,boss,boss,boss33,15388,DR11
6449,56356,162.49,29.06,v5_7_0,v5_7_0,good,11.4,588,184,77,67,84,boss,boss,boss33,15389,DR11
6450,56331,157.03,33.56,v5_7_0,v5_7_0,good,12.0,640,173,54,53,80,boss,boss,boss33,15390,DR11
6451,56358,158.46,31.39,v5_7_0,v5_7_0,good,13.8,639,177,64,40,80,boss,boss,boss33,15391,DR11
6452,56366,159.85,29.23,v5_7_0,v5_7_0,good,12.9,538,214,89,60,99,boss,boss,boss33,15392,DR11
6453,56365,161.02,27.07,v5_7_0,v5_7_0,good,17.7,607,177,88,48,80,boss,boss,boss33,15393,DR11
6454,56336,154.53,33.84,v5_7_0,v5_7_0,good,13.9,666,146,65,43,80,boss,boss,boss33,15394,DR11
6455,56370,155.53,31.48,v5_7_0,v5_7_0,good,12.3,579,205,77,59,80,boss,boss,boss33,15395,DR11
6456,56339,157.28,29.42,v5_7_0,v5_7_0,good,13.3,526,237,84,59,94,boss,boss,boss33,15396,DR11
6457,56330,158.59,27.14,v5_7_0,v5_7_0,good,15.9,551,236,86,37,90,boss,boss,boss33,15397,DR11
6458,56274,153.17,23.06,v5_7_0,v5_7_0,good,18.5,635,156,83,46,80,boss,boss,boss33,15398,DR11
6459,56273,150.72,23.29,v5_7_0,v5_7_0,good,18.2,545,198,87,73,97,boss,boss,boss33,15399,DR11
6460,56334,152.12,34.07,v5_7_0,v5_7_0,good,11.2,687,131,56,46,80,boss,boss,boss33,15400,DR11
6461,56329,152.83,31.81,v5_7_0,v5_7_0,good,15.3,675,153,60,32,80,boss,boss,boss33,15401,DR11
6462,56326,154.73,29.40,v5_7_0,v5_7_0,good,10.4,609,140,68,103,80,boss,boss,boss33,15402,DR11
6463,56340,155.97,27.32,v5_7_0,v5_7_0,good,13.4,547,215,86,67,85,boss,boss,boss33,15403,DR11
6464,56309,157.10,25.00,v5_7_0,v5_7_0,good,16.2,557,242,75,45,81,boss,boss,boss33,15404,DR11
6465,56279,154.77,25.21,v5_7_0,v5_7_0,good,16.2,568,229,76,46,81,boss,boss,boss33,15405,DR11
6466,56310,152.47,25.24,v5_7_0,v5_7_0,good,14.9,632,154,62,72,80,boss,boss,boss33,15406,DR11
6467,56270,150.12,25.71,v5_7_0,v5_7_0,good,12.6,550,186,70,104,90,boss,boss,boss33,15407,DR11
6468,56311,150.59,31.89,v5_7_0,v5_7_0,good,18.1,661,144,74,41,80,boss,boss,boss33,15408,DR11
6469,56328,152.35,29.70,v5_7_0,v5_7_0,good,17.4,606,191,91,32,80,boss,boss,boss33,15409,DR11
6470,56334,153.28,27.26,v5_7_0,v5_7_0,good,11.7,538,201,84,76,101,boss,boss,boss33,15410,DR11
6471,56309,150.83,27.76,v5_7_0,v5_7_0,good,12.6,581,193,65,68,93,boss,boss,boss33,15411,DR11
6472,56362,182.71,30.32,v5_7_0,v5_7_0,good,14.1,676,129,65,50,80,boss,boss,boss33,15318,DR11
6473,56363,180.59,30.48,v5_7_0,v5_7_0,good,13.3,688,124,56,52,80,boss,boss,boss33,15319,DR11
6474,56362,187.12,29.67,v5_7_0,v5_7_0,good,18.6,561,172,113,46,108,boss,boss,boss33,15320,DR11
6475,56337,181.48,28.43,v5_7_0,v5_7_0,good,14.0,651,144,79,46,80,boss,boss,boss33,15321,DR11
6476,56358,184.31,29.00,v5_7_0,v5_7_0,good,14.5,593,169,89,53,96,boss,boss,boss33,15322,DR11
6477,56365,185.30,31.45,v5_7_0,v5_7_0,good,16.7,535,196,121,50,98,boss,boss,boss33,15323,DR11
6478,56341,189.90,30.06,v5_7_0,v5_7_0,good,16.0,562,173,78,85,102,boss,boss,boss33,15324,DR11
6479,56364,187.97,32.06,v5_7_0,v5_7_0,good,19.7,630,169,77,44,80,boss,boss,boss33,15325,DR11
6480,56340,193.24,28.16,v5_7_0,v5_7_0,good,24.9,642,178,77,23,80,boss,boss,boss33,15326,DR11
6481,56363,192.33,30.08,v5_7_0,v5_7_0,good,13.6,619,169,64,46,102,boss,boss,boss33,15327,DR11
6482,56358,190.49,32.43,v5_7_0,v5_7_0,good,15.0,617,186,73,40,84,boss,boss,boss33,15328,DR11
6483,56341,195.93,28.77,v5_7_0,v5_7_0,good,13.7,574,201,75,41,109,boss,boss,boss33,15329,DR11
6484,56358,194.68,30.50,v5_7_0,v5_7_0,good,14.9,600,163,85,54,98,boss,boss,boss33,15330,DR11
6485,56342,193.10,32.39,v5_7_0,v5_7_0,good,28.6,648,154,61,49,88,boss,boss,boss33,15331,DR11
6486,56328,198.67,29.15,v5_7_0,v5_7_0,good,43.3,587,198,82,34,99,boss,boss,boss33,15332,DR11
6487,56362,197.39,31.15,v5_7_0,v5_7_0,good,16.3,592,210,66,35,97,boss,boss,boss33,15333,DR11
6488,56364,195.87,32.78,v5_7_0,v5_7_0,good,19.4,640,174,76,30,80,boss,boss,boss33,15334,DR11
6489,56329,200.93,29.55,v5_7_0,v5_7_0,good,27.6,620,177,97,20,86,boss,boss,boss33,15335,DR11
6490,56330,199.72,31.57,v5_7_0,v5_7_0,good,15.2,682,143,63,32,80,boss,boss,boss33,15336,DR11
6491,56337,203.72,29.63,v5_7_0,v5_7_0,good,13.2,583,151,80,79,107,boss,boss,boss33,15337,DR11
6492,56362,202.27,31.65,v5_7_0,v5_7_0,good,14.8,649,142,74,50,85,boss,boss,boss33,15338,DR11
6493,56338,206.14,29.87,v5_7_0,v5_7_0,good,11.8,637,129,67,75,92,boss,boss,boss33,15339,DR11
6494,56363,208.70,30.05,v5_7_0,v5_7_0,good,15.9,644,164,59,53,80,boss,boss,boss33,15340,DR11
6495,56339,211.37,29.75,v5_7_0,v5_7_0,good,18.8,610,152,89,58,91,boss,boss,boss33,15341,DR11
6496,56363,205.00,31.30,v5_7_0,v5_7_0,good,12.7,588,181,72,57,102,boss,boss,boss33,15412,DR11
6497,56329,213.50,29.60,v5_7_0,v5_7_0,good,43.2,661,143,85,30,81,boss,boss,boss33,15413,DR11
6498,56565,359.58,31.42,v5_7_0,v5_7_0,good,18.1,615,109,134,37,105,boss,boss,boss32,15049,DR12
6499,56571,355.61,30.30,v5_7_0,v5_7_0,good,18.1,649,97,101,73,80,boss,boss,boss32,15050,DR12
6500,56541,357.71,31.94,v5_7_0,v5_7_0,good,17.4,639,107,106,54,94,boss,boss,boss32,15051,DR12
6501,56563,353.45,30.81,v5_7_0,v5_7_0,good,21.0,622,103,115,39,121,boss,boss,boss32,15057,DR12
6502,56544,351.35,31.29,v5_7_0,v5_7_0,good,26.2,637,75,129,50,109,boss,boss,boss32,15060,DR12
6502,56487,351.35,31.29,v5_7_0,v5_7_0,good,12.3,608,78,124,81,109,boss,boss,boss32,15060,DR12
6503,56564,349.39,31.73,v5_7_0,v5_7_0,good,18.9,626,66,133,54,121,boss,boss,boss32,15063,DR12
6504,56540,346.89,32.13,v5_7_0,v5_7_0,good,19.6,605,80,165,52,98,boss,boss,boss32,15066,DR12
6505,56560,344.80,32.49,v5_7_0,v5_7_0,good,24.3,645,67,150,57,81,boss,boss,boss32,15068,DR12
6506,56564,345.90,30.30,v5_7_0,v5_7_0,good,16.3,576,80,156,68,120,boss,boss,boss32,15069,DR12
6507,56478,343.72,30.63,v5_7_0,v5_7_0,good,21.2,563,103,195,52,87,boss,boss,boss32,15072,DR12
6508,56535,341.03,30.93,v5_7_0,v5_7_0,good,21.0,560,95,221,44,80,boss,boss,boss32,15075,DR12
6509,56486,338.39,31.18,v5_7_0,v5_7_0,good,18.8,591,81,196,36,96,boss,boss,boss32,15078,DR12
6510,56486,336.22,31.38,v5_7_0,v5_7_0,good,17.9,565,75,203,46,111,boss,boss,boss32,15081,DR12
6511,56540,359.24,28.00,v5_7_0,v5_7_0,good,14.3,616,103,134,43,104,boss,boss,boss32,15087,DR12
6512,56567,358.08,29.98,v5_7_0,v5_7_0,good,21.1,647,88,118,42,105,boss,boss,boss32,15088,DR12
6513,56543,359.61,24.56,v5_7_0,v5_7_0,good,20.7,642,104,114,49,91,boss,boss,boss32,15089,DR12
6514,56487,354.07,28.65,v5_7_0,v5_7_0,good,26.2,674,82,123,41,80,boss,boss,boss32,15090,DR12
6515,56536,356.51,28.31,v5_7_0,v5_7_0,good,19.6,609,107,141,49,94,boss,boss,boss32,15091,DR12
6516,56571,355.73,26.66,v5_7_0,v5_7_0,good,19.1,650,87,125,51,87,boss,boss,boss32,15095,DR12
6517,56563,358.40,26.34,v5_7_0,v5_7_0,good,15.6,657,99,118,46,80,boss,boss,boss32,15096,DR12
6518,56567,357.12,24.70,v5_7_0,v5_7_0,good,21.8,622,130,104,34,110,boss,boss,boss32,15102,DR12
6519,56566,353.57,23.35,v5_7_0,v5_7_0,good,17.0,662,106,111,41,80,boss,boss,boss32,15108,DR12
6520,56541,356.10,23.06,v5_7_0,v5_7_0,good,15.8,601,127,112,70,90,boss,boss,boss32,15109,DR12
6521,56537,358.41,22.87,v5_7_0,v5_7_0,good,21.9,649,98,76,74,103,boss,boss,boss32,15110,DR12
6526,56543,8.28,31.29,v5_7_0,v5_7_0,good,21.1,661,84,105,55,95,boss,boss,boss32,15180,DR12
6529,56535,10.82,31.73,v5_7_0,v5_7_0,good,15.8,664,88,105,41,102,boss,boss,boss32,15185,DR12
6530,56537,7.93,33.51,v5_7_0,v5_7_0,good,20.8,573,100,187,51,89,boss,boss,boss32,15186,DR12
6581,56540,351.69,29.08,v5_7_0,v5_7_0,good,22.9,684,74,99,63,80,boss,boss,boss32,15052,DR12
6582,56274,344.56,26.33,v5_7_0,v5_7_0,good,21.5,631,95,137,57,80,boss,boss,boss32,15058,DR11
6583,56566,350.03,29.52,v5_7_0,v5_7_0,good,22.2,701,73,98,48,80,boss,boss,boss32,15064,DR12
6584,56568,348.16,29.93,v5_7_0,v5_7_0,good,18.4,611,99,131,50,109,boss,boss,boss32,15067,DR12
6585,56479,339.88,29.04,v5_7_0,v5_7_0,good,15.8,620,76,160,55,89,boss,boss,boss32,15079,DR12
6586,56485,337.51,29.27,v5_7_0,v5_7_0,good,17.5,567,90,181,44,118,boss,boss,boss32,15082,DR12
6587,56537,350.69,27.36,v5_7_0,v5_7_0,good,23.8,607,102,166,44,81,boss,boss,boss32,15093,DR12
6588,56536,344.38,24.53,v5_7_0,v5_7_0,good,23.4,603,111,154,52,80,boss,boss,boss32,15104,DR12
6589,56536,346.58,24.24,v5_7_0,v5_7_0,good,29.8,648,82,138,52,80,boss,boss,boss32,15105,DR12
6590,56273,348.75,23.93,v5_7_0,v5_7_0,good,24.5,610,100,136,67,87,boss,boss,boss32,15106,DR11
6591,56535,345.37,22.48,v5_7_0,v5_7_0,good,32.8,541,100,212,49,98,boss,boss,boss32,15114,DR12
6592,56535,347.17,22.20,v5_7_0,v5_7_0,good,35.2,633,100,150,37,80,boss,boss,boss32,15115,DR12
6593,56270,15.61,32.49,v5_7_0,v5_7_0,good,33.2,624,108,147,23,98,boss,boss,boss32,15196,DR11
6594,56272,17.73,32.80,v5_7_0,v5_7_0,good,23.1,667,99,117,35,82,boss,boss,boss32,15201,DR11
6595,56569,15.22,34.67,v5_7_0,v5_7_0,good,17.1,646,98,128,48,80,boss,boss,boss32,15202,DR12
6596,56331,21.19,31.17,v5_7_0,v5_7_0,good,15.3,647,106,99,48,100,boss,boss,boss32,15205,DR11
6597,56304,19.93,33.07,v5_7_0,v5_7_0,good,13.9,680,97,89,54,80,boss,boss,boss32,15206,DR11
6598,56574,18.05,34.96,v5_7_0,v5_7_0,good,20.4,559,103,154,46,138,boss,boss,boss32,15207,DR12
6599,56567,23.60,31.38,v5_7_0,v5_7_0,good,23.4,544,77,257,25,97,boss,boss,boss32,15210,DR12
6600,56566,22.04,33.30,v5_7_0,v5_7_0,good,12.7,709,81,88,42,80,boss,boss,boss32,15211,DR12
6601,56335,26.10,31.54,v5_7_0,v5_7_0,good,16.5,604,88,141,69,98,boss,boss,boss32,15214,DR11
6602,56571,23.99,33.47,v5_7_0,v5_7_0,good,14.3,665,82,136,35,82,boss,boss,boss32,15215,DR12
6603,56567,28.63,31.65,v5_7_0,v5_7_0,good,20.3,643,72,182,23,80,boss,boss,boss32,15218,DR12
6604,56337,27.05,33.60,v5_7_0,v5_7_0,good,15.1,612,82,148,42,116,boss,boss,boss32,15219,DR11
6605,56565,30.62,31.72,v5_7_0,v5_7_0,good,19.1,601,97,171,39,92,boss,boss,boss32,15222,DR12
6606,56596,33.22,31.74,v5_7_0,v5_7_0,good,16.2,595,70,195,60,80,boss,boss,boss32,15223,DR12
6606,56304,33.22,31.74,v5_7_0,v5_7_0,good,13.6,530,64,177,149,80,boss,boss,boss32,15223,DR11
6617,56365,190.75,43.67,v5_7_0,v5_7_0,good,19.0,672,141,66,32,89,boss,boss,boss34,15494,DR11
6618,56401,194.87,46.10,v5_7_0,v5_7_0,good,13.1,654,135,59,72,80,boss,boss,boss34,15495,DR11
6619,56371,193.86,43.83,v5_7_0,v5_7_0,good,12.6,654,131,93,42,80,boss,boss,boss34,15498,DR11
6620,56368,198.21,42.13,v5_7_0,v5_7_0,good,13.8,550,148,83,38,181,boss,boss,boss34,15502,DR11
6621,56366,196.77,44.29,v5_7_0,v5_7_0,good,18.1,628,167,80,30,95,boss,boss,boss34,15503,DR11
6622,56365,202.06,42.42,v5_7_0,v5_7_0,good,18.4,587,192,87,35,99,boss,boss,boss34,15509,DR11
6623,56367,199.90,44.28,v5_7_0,v5_7_0,good,20.0,607,150,98,55,90,boss,boss,boss34,15510,DR11
6624,56385,197.62,46.53,v5_7_0,v5_7_0,good,13.4,679,146,61,34,80,boss,boss,boss34,15511,DR11
6625,56386,200.55,46.42,v5_7_0,v5_7_0,good,15.8,623,179,79,39,80,boss,boss,boss34,15512,DR11
6626,56330,205.31,42.58,v5_7_0,v5_7_0,good,19.3,582,197,74,41,106,boss,boss,boss34,15518,DR11
6627,56369,203.18,44.68,v5_7_0,v5_7_0,good,14.3,636,151,88,44,81,boss,boss,boss34,15519,DR11
6628,56366,206.12,44.89,v5_7_0,v5_7_0,good,19.9,628,159,96,23,94,boss,boss,boss34,15520,DR11
6629,56365,209.53,44.94,v5_7_0,v5_7_0,good,26.9,619,170,93,21,97,boss,boss,boss34,15521,DR11
6630,56358,209.87,40.41,v5_7_0,v5_7_0,good,21.6,564,114,63,23,236,boss,boss,boss34,15522,DR11
6631,56364,208.18,42.64,v5_7_0,v5_7_0,good,16.0,537,208,90,40,125,boss,boss,boss34,15523,DR11
6632,56366,183.99,40.13,v5_7_0,v5_7_0,good,16.8,509,140,83,33,235,boss,boss,boss34,15532,DR11
6633,56369,184.92,42.05,v5_7_0,v5_7_0,good,12.4,668,152,60,40,80,boss,boss,boss34,15533,DR11
6634,56367,181.73,41.85,v5_7_0,v5_7_0,good,12.6,622,157,91,39,91,boss,boss,boss34,15534,DR11
6635,56370,191.30,45.74,v5_7_0,v5_7_0,good,15.1,592,160,80,70,98,boss,boss,boss34,15536,DR11
6636,56367,187.94,44.84,v5_7_0,v5_7_0,good,19.3,620,176,87,32,85,boss,boss,boss34,15537,DR11
6637,56370,184.87,44.33,v5_7_0,v5_7_0,good,15.0,626,168,61,46,99,boss,boss,boss34,15538,DR11
6638,56370,182.04,43.75,v5_7_0,v5_7_0,good,16.2,645,138,84,34,99,boss,boss,boss34,15539,DR11
6639,56385,178.95,42.58,v5_7_0,v5_7_0,good,12.2,631,171,76,42,80,boss,boss,boss34,15540,DR11
6640,56385,185.16,46.42,v5_7_0,v5_7_0,good,15.0,644,144,81,51,80,boss,boss,boss34,15545,DR11
6641,56383,182.00,45.88,v5_7_0,v5_7_0,good,17.0,648,155,65,49,83,boss,boss,boss34,15546,DR11
6642,56396,179.15,44.62,v5_7_0,v5_7_0,good,15.6,605,172,65,50,108,boss,boss,boss34,15547,DR11
6643,56386,175.87,43.49,v5_7_0,v5_7_0,good,14.8,645,141,69,61,84,boss,boss,boss34,15548,DR11
6644,56384,179.22,46.91,v5_7_0,v5_7_0,good,17.1,587,189,72,68,84,boss,boss,boss34,15556,DR11
6645,56398,176.10,45.64,v5_7_0,v5_7_0,good,15.1,620,170,69,61,80,boss,boss,boss34,15557,DR11
6646,56389,173.30,44.37,v5_7_0,v5_7_0,good,13.0,625,137,73,60,105,boss,boss,boss34,15558,DR11
6647,56390,172.68,46.63,v5_7_0,v5_7_0,good,12.7,573,194,74,57,102,boss,boss,boss34,15569,DR11
6648,56383,170.17,44.84,v5_7_0,v5_7_0,good,14.7,602,175,85,46,92,boss,boss,boss34,15570,DR11
6649,56364,167.12,45.75,v5_7_0,v5_7_0,good,14.8,674,136,68,40,82,boss,boss,boss34,15582,DR11
6656,56624,159.15,48.38,v5_7_0,v5_7_0,good,11.3,602,197,63,58,80,boss,boss,boss34,15524,DR12
6657,56366,160.25,46.21,v5_7_0,v5_7_0,good,13.8,628,162,64,58,88,boss,boss,boss34,15525,DR11
6658,56606,155.59,48.81,v5_7_0,v5_7_0,good,13.0,606,201,51,62,80,boss,boss,boss34,15526,DR12
6659,56607,157.13,46.76,v5_7_0,v5_7_0,good,15.8,614,172,73,55,86,boss,boss,boss34,15527,DR12
6660,56370,150.95,51.23,v5_7_0,v5_7_0,good,11.2,558,198,82,82,80,boss,boss,boss34,15528,DR11
6661,56366,152.48,49.10,v5_7_0,v5_7_0,good,14.8,612,176,73,59,80,boss,boss,boss34,15529,DR11
6662,56364,153.76,46.62,v5_7_0,v5_7_0,good,13.2,635,154,67,56,88,boss,boss,boss34,15530,DR11
6663,56338,150.70,46.96,v5_7_0,v5_7_0,good,13.1,626,177,68,47,82,boss,boss,boss34,15531,DR11
6664,56383,163.70,46.24,v5_7_0,v5_7_0,good,16.2,598,174,94,54,80,boss,boss,boss34,15535,DR11
6665,56390,194.64,48.23,v5_7_0,v5_7_0,good,15.5,623,196,73,28,80,boss,boss,boss34,15542,DR11
6666,56371,191.79,47.55,v5_7_0,v5_7_0,good,14.0,614,189,75,42,80,boss,boss,boss34,15543,DR11
6667,56412,188.12,47.11,v5_7_0,v5_7_0,good,20.3,647,154,81,38,80,boss,boss,boss34,15544,DR11
6668,56605,154.61,51.20,v5_7_0,v5_7_0,good,12.7,575,208,66,71,80,boss,boss,boss34,15549,DR12
6669,56413,192.14,49.99,v5_7_0,v5_7_0,good,15.1,580,228,73,39,80,boss,boss,boss34,15552,DR11
6670,56389,188.97,49.12,v5_7_0,v5_7_0,good,11.9,555,214,82,69,80,boss,boss,boss34,15553,DR11
6671,56388,185.29,48.81,v5_7_0,v5_7_0,good,12.1,621,192,55,52,80,boss,boss,boss34,15554,DR11
6672,56386,182.23,47.91,v5_7_0,v5_7_0,good,14.2,615,187,72,46,80,boss,boss,boss34,15555,DR11
6673,56419,193.41,52.15,v5_7_0,v5_7_0,good,18.9,577,225,78,40,80,boss,boss,boss34,15563,DR11
6674,56416,189.62,51.57,v5_7_0,v5_7_0,good,14.9,595,212,75,38,80,boss,boss,boss34,15564,DR11
6675,56415,186.20,50.82,v5_7_0,v5_7_0,good,14.7,592,210,71,47,80,boss,boss,boss34,15565,DR11
6676,56389,182.55,50.36,v5_7_0,v5_7_0,good,14.6,614,187,65,54,80,boss,boss,boss34,15566,DR11
6677,56385,179.21,49.05,v5_7_0,v5_7_0,good,16.0,543,250,66,48,93,boss,boss,boss34,15567,DR11
6678,56401,175.77,47.77,v5_7_0,v5_7_0,good,12.5,557,234,61,68,80,boss,boss,boss34,15568,DR11
6679,56401,193.69,54.52,v5_7_0,v5_7_0,good,13.0,581,207,76,56,80,boss,boss,boss34,15574,DR11
6680,56420,189.82,53.87,v5_7_0,v5_7_0,good,13.7,577,213,74,56,80,boss,boss,boss34,15575,DR11
6681,56419,186.25,53.22,v5_7_0,v5_7_0,good,12.7,505,223,102,84,86,boss,boss,boss34,15576,DR11
6682,56390,182.47,52.21,v5_7_0,v5_7_0,good,17.5,565,238,70,47,80,boss,boss,boss34,15577,DR11
6683,56416,178.69,51.33,v5_7_0,v5_7_0,good,13.6,561,230,74,55,80,boss,boss,boss34,15578,DR11
6684,56412,175.53,50.10,v5_7_0,v5_7_0,good,17.5,623,191,67,39,80,boss,boss,boss34,15579,DR11
6685,56412,172.33,48.92,v5_7_0,v5_7_0,good,15.9,553,260,76,31,80,boss,boss,boss34,15580,DR11
6686,56389,169.28,47.20,v5_7_0,v5_7_0,good,14.3,602,192,69,57,80,boss,boss,boss34,15581,DR11
6687,56602,153.84,53.31,v5_7_0,v5_7_0,good,18.3,553,219,74,74,80,boss,boss,boss34,15583,DR12
6688,56412,182.33,54.51,v5_7_0,v5_7_0,good,15.1,519,241,102,50,88,boss,boss,boss34,15591,DR11
6689,56396,178.63,53.21,v5_7_0,v5_7_0,good,14.8,549,240,69,39,103,boss,boss,boss34,15592,DR11
6690,56416,175.10,52.34,v5_7_0,v5_7_0,good,16.5,555,255,71,39,80,boss,boss,boss34,15593,DR11
6691,56413,171.67,51.13,v5_7_0,v5_7_0,good,14.3,641,170,58,51,80,boss,boss,boss34,15594,DR11
6692,56390,168.91,49.53,v5_7_0,v5_7_0,good,13.0,631,178,60,51,80,boss,boss,boss34,15595,DR11
6693,56384,166.12,47.90,v5_7_0,v5_7_0,good,15.1,555,213,88,50,94,boss,boss,boss34,15596,DR11
6694,56386,158.09,50.62,v5_7_0,v5_7_0,good,13.4,605,188,73,54,80,boss,boss,boss34,15597,DR11
6695,56628,157.80,52.55,v5_7_0,v5_7_0,good,15.3,605,178,67,70,80,boss,boss,boss34,15598,DR12
6696,56398,156.30,54.94,v5_7_0,v5_7_0,good,12.1,549,234,69,68,80,boss,boss,boss34,15599,DR11
6697,56419,174.72,54.59,v5_7_0,v5_7_0,good,14.9,568,206,83,62,81,boss,boss,boss34,15608,DR11
6698,56637,171.52,53.27,v5_7_0,v5_7_0,good,17.1,580,211,79,50,80,boss,boss,boss34,15609,DR12
6699,56411,168.36,51.76,v5_7_0,v5_7_0,good,15.5,671,157,61,31,80,boss,boss,boss34,15610,DR11
6700,56384,165.45,50.23,v5_7_0,v5_7_0,good,14.6,552,236,75,57,80,boss,boss,boss34,15611,DR11
6701,56367,162.57,48.33,v5_7_0,v5_7_0,good,12.6,605,178,60,77,80,boss,boss,boss34,15612,DR11
6702,56381,161.40,50.25,v5_7_0,v5_7_0,good,16.9,595,209,64,52,80,boss,boss,boss34,15613,DR11
6703,56636,161.36,52.65,v5_7_0,v5_7_0,good,13.5,571,178,67,104,80,boss,boss,boss34,15614,DR12
