PLATE,MJD,RACEN,DECCEN,RUN2D,RUN1D,QUALITY,SN^2,N_gal,N_QSO,N_star,N_unk,N_sky,SURVEY,PROG,CHUNK,TILEID,PUBLIC
4375,55889,327.87,-2.33,v5_7_0,v5_7_0,good,20.2,647,88,99,86,80,boss,boss,boss13,11014,DR10
4376,55863,329.94,-2.35,v5_7_0,v5_7_0,good,26.1,693,70,88,69,80,boss,boss,boss13,11015,DR10
4377,55828,331.98,-2.37,v5_7_0,v5_7_0,good,25.0,677,84,94,65,80,boss,boss,boss13,11016,DR10
4378,55853,333.82,-2.36,v5_7_0,v5_7_0,good,18.3,660,91,96,73,80,boss,boss,boss13,11017,DR10
4379,55881,335.51,-2.32,v5_7_0,v5_7_0,good,18.1,690,87,70,72,81,boss,boss,boss13,11018,DR10
4380,55857,337.38,-2.35,v5_7_0,v5_7_0,good,19.2,650,101,95,56,98,boss,boss,boss13,11019,DR10
4381,55824,339.25,-2.38,v5_7_0,v5_7_0,good,16.6,611,101,86,78,124,boss,boss,boss13,11020,DR10
4382,55742,318.53,-2.36,v5_7_0,v5_7_0,good,16.7,612,96,133,79,80,boss,boss,boss13,11021,DR9
4383,55881,320.40,-2.33,v5_7_0,v5_7_0,good,19.1,604,91,127,58,120,boss,boss,boss13,11022,DR10
4384,56105,322.23,-2.35,v5_7_0,v5_7_0,good,15.9,607,78,125,79,111,boss,boss,boss13,11023,DR10
4385,55752,324.04,-2.37,v5_7_0,v5_7_0,good,16.8,682,72,106,53,87,boss,boss,boss13,11024,DR9
4386,55540,38.46,-4.70,v5_7_0,v5_7_0,good,17.3,687,88,72,64,89,boss,boss,boss13,11025,DR9
4387,55534,36.26,-4.59,v5_7_0,v5_7_0,good,15.7,629,116,69,106,80,boss,boss,boss13,11026,DR9
4388,55536,37.58,-6.27,v5_7_0,v5_7_0,good,18.4,650,100,94,76,80,boss,boss,boss13,11027,DR9
4389,55539,38.34,-8.29,v5_7_0,v5_7_0,good,15.5,595,123,79,103,100,boss,boss,boss13,11028,DR9
4390,55948,34.06,-4.45,v5_7_0,v5_7_0,good,13.6,633,76,92,119,80,boss,boss,boss13,11029,DR10
4391,55866,35.42,-6.37,v5_7_0,v5_7_0,good,23.1,667,117,83,53,80,boss,boss,boss13,11030,DR10
4392,55833,36.50,-8.44,v5_7_0,v5_7_0,good,16.6,615,132,67,96,90,boss,boss,boss13,11031,DR10
4393,55944,31.97,-4.51,v5_7_0,v5_7_0,good,10.7,631,94,77,111,87,boss,boss,boss13,11032,DR10
4394,55924,33.40,-6.33,v5_7_0,v5_7_0,good,14.2,616,110,78,116,80,boss,boss,boss13,11033,DR10
4395,55828,34.61,-8.48,v5_7_0,v5_7_0,good,16.3,616,135,78,91,80,boss,boss,boss13,11034,DR10
4396,55829,32.81,-8.41,v5_7_0,v5_7_0,good,14.6,658,111,74,77,80,boss,boss,boss13,11035,DR10
4397,55921,31.27,-8.36,v5_7_0,v5_7_0,good,10.9,667,86,58,109,80,boss,boss,boss13,11036,DR10
4398,55946,31.40,-6.25,v5_7_0,v5_7_0,good,13.5,702,92,55,71,80,boss,boss,boss13,11037,DR10
4399,55811,39.00,-6.50,v5_7_0,v5_7_0,good,14.8,667,90,77,58,108,boss,boss,boss13,11038,DR10
4400,55509,34.04,6.29,v5_7_0,v5_7_0,good,16.4,635,121,76,77,91,boss,boss,boss12,10497,DR9
4401,55510,32.13,6.26,v5_7_0,v5_7_0,good,12.7,666,91,67,96,80,boss,boss,boss12,10501,DR9
4402,55514,30.16,6.21,v5_7_0,v5_7_0,good,17.3,682,113,68,57,80,boss,boss,boss12,10506,DR9
4403,55536,27.83,6.16,v5_7_0,v5_7_0,good,23.7,671,121,71,51,86,boss,boss,boss12,10510,DR9
4404,55513,25.91,6.11,v5_7_0,v5_7_0,good,24.5,727,94,61,38,80,boss,boss,boss12,10513,DR9
4405,55854,358.59,5.52,v5_7_0,v5_7_0,good,14.8,669,94,58,86,93,boss,boss,boss12,10661,DR10
4406,55858,356.23,5.54,v5_7_0,v5_7_0,good,19.5,714,82,80,44,80,boss,boss,boss12,10678,DR10
4407,55884,353.89,5.58,v5_7_0,v5_7_0,good,19.5,704,80,83,50,83,boss,boss,boss12,10694,DR10
4408,55888,351.37,5.64,v5_7_0,v5_7_0,good,24.1,658,90,76,84,92,boss,boss,boss12,10707,DR10
4409,55883,348.83,5.70,v5_7_0,v5_7_0,good,18.1,686,92,80,62,80,boss,boss,boss12,10717,DR10
4410,56187,338.04,6.01,v5_7_0,v5_7_0,good,21.7,705,80,89,46,80,boss,boss,boss12,10720,DR11
4411,56164,339.96,5.96,v5_7_0,v5_7_0,good,18.6,699,104,83,34,80,boss,boss,boss12,10721,DR11
4412,55912,342.34,5.91,v5_7_0,v5_7_0,good,24.8,656,103,90,57,94,boss,boss,boss12,10722,DR10
4413,55894,344.65,5.84,v5_7_0,v5_7_0,good,17.6,651,100,82,82,85,boss,boss,boss12,10723,DR10
4414,55882,346.79,5.77,v5_7_0,v5_7_0,good,16.3,660,96,86,57,101,boss,boss,boss12,10724,DR10
4415,55831,1.03,5.52,v5_7_0,v5_7_0,good,16.5,696,88,77,41,98,boss,boss,boss12,10843,DR10
4416,55828,3.33,5.54,v5_7_0,v5_7_0,good,13.6,666,116,67,53,98,boss,boss,boss12,10856,DR10
4417,55829,5.77,5.58,v5_7_0,v5_7_0,good,12.7,668,118,54,62,98,boss,boss,boss12,10871,DR10
4418,55862,8.01,5.64,v5_7_0,v5_7_0,good,13.5,670,117,63,53,97,boss,boss,boss12,10887,DR10
4419,55867,10.34,5.70,v5_7_0,v5_7_0,good,12.1,660,121,55,56,108,boss,boss,boss12,10905,DR10
4420,55883,12.55,5.77,v5_7_0,v5_7_0,good,13.6,694,95,60,55,96,boss,boss,boss12,10922,DR10
4421,55858,14.66,5.84,v5_7_0,v5_7_0,good,15.0,696,88,57,60,99,boss,boss,boss12,10936,DR10
4422,55533,23.86,6.05,v5_7_0,v5_7_0,good,22.0,715,93,72,36,84,boss,boss,boss12,10944,DR9
4423,55889,17.11,5.91,v5_7_0,v5_7_0,good,15.3,671,88,66,83,92,boss,boss,boss12,10947,DR10
4424,55532,21.57,6.01,v5_7_0,v5_7_0,good,16.0,690,116,61,53,80,boss,boss,boss12,10951,DR9
4425,55864,19.40,5.96,v5_7_0,v5_7_0,good,17.3,703,97,61,43,96,boss,boss,boss12,10955,DR10
4426,56105,331.37,6.16,v5_7_0,v5_7_0,good,15.3,668,96,78,78,80,boss,boss,boss12,10968,DR10
4427,56107,333.79,6.11,v5_7_0,v5_7_0,good,16.1,688,88,81,63,80,boss,boss,boss12,10969,DR10
4428,56189,336.12,6.05,v5_7_0,v5_7_0,good,22.9,690,91,88,51,80,boss,boss,boss12,10970,DR11
4440,55539,114.63,34.86,v5_7_0,v5_7_0,good,25.5,686,89,112,33,80,boss,boss,boss14,11040,DR9
4441,55532,129.49,34.79,v5_7_0,v5_7_0,good,21.4,653,141,69,57,80,boss,boss,boss14,11106,DR9
4442,55532,126.77,33.83,v5_7_0,v5_7_0,good,14.5,574,117,90,110,109,boss,boss,boss14,11101,DR9
4443,55539,115.51,32.99,v5_7_0,v5_7_0,good,14.9,548,118,143,71,120,boss,boss,boss14,11068,DR9
4444,55538,113.66,32.43,v5_7_0,v5_7_0,good,18.6,647,77,137,59,80,boss,boss,boss14,11039,DR9
4445,55869,128.68,32.40,v5_7_0,v5_7_0,good,16.7,611,168,76,65,80,boss,boss,boss14,11105,DR10
4445,55622,128.68,32.40,v5_7_0,v5_7_0,good,13.2,576,166,70,108,80,boss,boss,boss14,11105,DR9
4446,55589,125.70,31.89,v5_7_0,v5_7_0,good,17.1,634,127,101,50,88,boss,boss,boss14,11100,DR9
4447,55542,123.79,30.86,v5_7_0,v5_7_0,good,11.8,587,116,101,101,95,boss,boss,boss14,11094,DR9
4448,55538,116.10,30.69,v5_7_0,v5_7_0,good,16.6,583,101,182,54,80,boss,boss,boss14,11067,DR9
4449,55544,127.95,30.22,v5_7_0,v5_7_0,good,13.3,627,118,94,81,80,boss,boss,boss14,11104,DR9
4450,55540,125.31,29.40,v5_7_0,v5_7_0,good,18.5,690,97,87,46,80,boss,boss,boss14,11099,DR9
4451,55537,122.07,29.06,v5_7_0,v5_7_0,good,16.3,598,123,129,60,90,boss,boss,boss14,11093,DR9
4452,55536,116.58,28.68,v5_7_0,v5_7_0,good,17.0,532,83,243,45,97,boss,boss,boss14,11076,DR9
4453,55535,119.27,28.45,v5_7_0,v5_7_0,good,19.8,562,116,131,73,118,boss,boss,boss14,11086,DR9
4454,55536,129.36,27.97,v5_7_0,v5_7_0,good,11.6,627,119,79,95,80,boss,boss,boss14,11102,DR9
4455,55539,126.68,27.89,v5_7_0,v5_7_0,good,14.3,566,133,139,56,106,boss,boss,boss14,11103,DR9
4456,55537,114.51,27.83,v5_7_0,v5_7_0,good,17.6,523,110,229,52,86,boss,boss,boss14,11066,DR9
4457,55858,123.77,27.82,v5_7_0,v5_7_0,good,13.8,568,109,136,87,100,boss,boss,boss14,11098,DR10
4458,55536,120.82,26.83,v5_7_0,v5_7_0,good,14.6,585,109,128,64,114,boss,boss,boss14,11092,DR9
4459,55533,118.11,26.80,v5_7_0,v5_7_0,good,19.1,557,132,154,57,100,boss,boss,boss14,11085,DR9
4460,55533,128.40,26.07,v5_7_0,v5_7_0,good,16.5,664,116,83,57,80,boss,boss,boss14,11095,DR9
4461,55888,125.67,25.99,v5_7_0,v5_7_0,good,16.6,584,119,125,74,98,boss,boss,boss14,11096,DR10
4462,55600,115.82,25.94,v5_7_0,v5_7_0,good,14.1,575,111,160,50,104,boss,boss,boss14,11075,DR9
4463,55868,122.99,25.62,v5_7_0,v5_7_0,good,13.4,576,102,129,87,106,boss,boss,boss14,11097,DR10
4464,55866,113.74,25.19,v5_7_0,v5_7_0,good,16.9,606,111,141,62,80,boss,boss,boss14,11051,DR10
4465,55858,120.04,24.85,v5_7_0,v5_7_0,good,14.5,591,103,133,61,112,boss,boss,boss14,11091,DR10
4466,55857,118.09,24.28,v5_7_0,v5_7_0,good,17.1,607,95,129,69,100,boss,boss,boss14,11084,DR10
4467,55894,127.91,24.06,v5_7_0,v5_7_0,good,13.8,606,133,96,85,80,boss,boss,boss14,11087,DR10
4468,55894,125.21,23.95,v5_7_0,v5_7_0,good,18.4,631,100,125,58,86,boss,boss,boss14,11088,DR10
4469,55863,122.44,23.61,v5_7_0,v5_7_0,good,14.6,544,132,132,94,98,boss,boss,boss14,11089,DR10
4470,55587,115.46,23.54,v5_7_0,v5_7_0,good,14.6,558,102,181,72,87,boss,boss,boss14,11074,DR9
4471,55617,120.05,22.55,v5_7_0,v5_7_0,good,19.0,592,101,136,63,108,boss,boss,boss14,11090,DR9
4472,55893,129.88,22.43,v5_7_0,v5_7_0,good,15.3,643,119,80,78,80,boss,boss,boss14,11077,DR10
4473,55589,117.62,22.39,v5_7_0,v5_7_0,good,15.4,650,79,104,87,80,boss,boss,boss14,11083,DR9
4478,55600,127.15,22.19,v5_7_0,v5_7_0,good,11.6,594,106,124,96,80,boss,boss,boss14,11078,DR9
4479,55592,124.57,22.03,v5_7_0,v5_7_0,good,15.5,610,116,130,45,99,boss,boss,boss14,11079,DR9
4480,55591,115.10,21.34,v5_7_0,v5_7_0,good,14.7,615,101,164,40,80,boss,boss,boss14,11042,DR9
4481,55630,122.11,21.24,v5_7_0,v5_7_0,good,15.4,571,127,149,48,105,boss,boss,boss14,11080,DR9
4482,55617,119.25,20.46,v5_7_0,v5_7_0,good,17.0,556,112,164,45,123,boss,boss,boss14,11081,DR9
4483,55587,126.32,20.45,v5_7_0,v5_7_0,good,16.9,581,132,131,45,111,boss,boss,boss14,11070,DR9
4484,55565,128.96,20.30,v5_7_0,v5_7_0,good,17.5,583,133,133,57,94,boss,boss,boss14,11069,DR9
4485,55836,116.96,19.99,v5_7_0,v5_7_0,good,15.8,495,120,187,72,126,boss,boss,boss14,11082,DR10
4486,55588,124.00,19.50,v5_7_0,v5_7_0,good,13.0,550,138,127,82,103,boss,boss,boss14,11071,DR9
4487,55866,121.10,18.97,v5_7_0,v5_7_0,good,15.8,581,125,134,57,103,boss,boss,boss14,11072,DR10
4488,55571,114.94,18.95,v5_7_0,v5_7_0,good,12.9,624,79,138,79,80,boss,boss,boss14,11043,DR9
4489,55545,128.04,18.17,v5_7_0,v5_7_0,good,16.4,592,142,111,68,87,boss,boss,boss14,11061,DR9
4490,55629,118.58,18.15,v5_7_0,v5_7_0,good,15.3,533,114,138,109,106,boss,boss,boss14,11073,DR9
4491,55570,125.82,17.82,v5_7_0,v5_7_0,good,14.8,583,137,119,55,106,boss,boss,boss14,11062,DR9
4492,55565,116.50,17.60,v5_7_0,v5_7_0,good,18.8,576,102,178,49,95,boss,boss,boss14,11046,DR9
4493,55585,123.05,17.48,v5_7_0,v5_7_0,good,14.6,614,118,117,54,97,boss,boss,boss14,11063,DR9
4494,55569,120.43,16.52,v5_7_0,v5_7_0,good,13.3,557,106,150,73,114,boss,boss,boss14,11064,DR9
4495,55566,118.25,16.02,v5_7_0,v5_7_0,good,11.9,576,80,153,74,117,boss,boss,boss14,11065,DR9
4496,55544,127.43,16.01,v5_7_0,v5_7_0,good,18.5,586,143,138,48,85,boss,boss,boss14,11057,DR9
4497,55564,116.20,15.75,v5_7_0,v5_7_0,good,15.0,545,107,205,52,91,boss,boss,boss14,11041,DR9
4498,55615,124.82,15.64,v5_7_0,v5_7_0,good,15.8,543,142,150,45,120,boss,boss,boss14,11058,DR9
4499,55572,122.46,15.29,v5_7_0,v5_7_0,good,11.1,562,130,143,69,96,boss,boss,boss14,11059,DR9
4500,55543,129.43,14.36,v5_7_0,v5_7_0,good,14.6,669,114,81,56,80,boss,boss,boss14,11052,DR9
4501,55590,119.98,14.36,v5_7_0,v5_7_0,good,12.8,606,99,149,40,106,boss,boss,boss14,11060,DR9
4502,55569,117.80,14.19,v5_7_0,v5_7_0,good,18.0,585,100,198,37,80,boss,boss,boss14,11045,DR9
4503,55563,126.84,14.00,v5_7_0,v5_7_0,good,14.6,577,130,138,75,80,boss,boss,boss14,11053,DR9
4504,55571,124.24,13.37,v5_7_0,v5_7_0,good,15.1,568,139,125,61,107,boss,boss,boss14,11054,DR9
4505,55603,121.61,12.93,v5_7_0,v5_7_0,good,17.1,571,117,176,34,102,boss,boss,boss14,11055,DR9
4506,55568,119.32,12.32,v5_7_0,v5_7_0,good,14.2,547,115,171,87,80,boss,boss,boss14,11056,DR9
4507,55564,128.51,12.18,v5_7_0,v5_7_0,good,12.8,590,146,87,97,80,boss,boss,boss14,11047,DR9
4508,55600,125.94,11.65,v5_7_0,v5_7_0,good,13.7,560,141,144,68,87,boss,boss,boss14,11048,DR9
4509,55574,123.57,11.14,v5_7_0,v5_7_0,good,14.3,619,128,121,52,80,boss,boss,boss14,11049,DR9
4510,55559,121.04,10.65,v5_7_0,v5_7_0,good,15.2,609,110,144,57,80,boss,boss,boss14,11050,DR9
4511,55602,118.59,10.48,v5_7_0,v5_7_0,good,12.6,615,97,147,61,80,boss,boss,boss14,11044,DR9
4526,55559,120.92,44.55,v5_7_0,v5_7_0,good,18.6,544,109,179,88,80,boss,boss,boss2,10117,DR9
4527,55590,121.31,50.56,v5_7_0,v5_7_0,good,17.3,494,93,187,66,160,boss,boss,boss2,10112,DR9
4528,55559,122.12,52.22,v5_7_0,v5_7_0,good,12.8,483,65,149,107,196,boss,boss,boss2,10113,DR9
4529,55563,122.97,53.89,v5_7_0,v5_7_0,good,12.4,507,110,166,137,80,boss,boss,boss2,10114,DR9
4530,55564,28.32,10.08,v5_7_0,v5_7_0,good,24.7,689,104,87,35,85,boss,boss,boss12,10504,DR9
4531,55563,29.27,8.15,v5_7_0,v5_7_0,good,22.6,683,86,77,70,84,boss,boss,boss12,10505,DR9
4532,55559,26.83,8.09,v5_7_0,v5_7_0,good,14.6,656,123,56,85,80,boss,boss,boss12,10509,DR9
4533,55855,2.88,7.26,v5_7_0,v5_7_0,good,22.5,700,117,60,43,80,boss,boss,boss12,10612,DR10
4534,55863,1.41,9.01,v5_7_0,v5_7_0,good,22.5,680,113,69,51,87,boss,boss,boss12,10832,DR10
4535,55860,0.27,7.28,v5_7_0,v5_7_0,good,17.3,673,115,64,46,102,boss,boss,boss12,10844,DR10
4536,55857,3.59,9.05,v5_7_0,v5_7_0,good,29.0,723,73,62,62,80,boss,boss,boss12,10845,DR10
4537,55806,4.90,7.32,v5_7_0,v5_7_0,good,14.3,658,126,61,62,93,boss,boss,boss12,10857,DR10
4538,55860,5.65,9.11,v5_7_0,v5_7_0,good,21.6,726,87,46,61,80,boss,boss,boss12,10858,DR10
4539,55865,7.13,7.38,v5_7_0,v5_7_0,good,15.6,669,127,67,45,92,boss,boss,boss12,10872,DR10
4540,55863,8.07,9.21,v5_7_0,v5_7_0,good,21.2,689,110,52,62,87,boss,boss,boss12,10873,DR10
4541,55882,9.38,7.46,v5_7_0,v5_7_0,good,16.0,703,105,68,30,94,boss,boss,boss12,10888,DR10
4542,55833,10.48,9.32,v5_7_0,v5_7_0,good,15.8,732,86,57,37,88,boss,boss,boss12,10889,DR10
4543,55888,11.55,7.55,v5_7_0,v5_7_0,good,30.5,700,114,73,30,83,boss,boss,boss12,10906,DR10
4544,55855,12.92,9.43,v5_7_0,v5_7_0,good,15.5,667,110,64,67,92,boss,boss,boss12,10907,DR10
4545,55567,26.18,9.99,v5_7_0,v5_7_0,good,20.4,700,74,68,74,84,boss,boss,boss12,10919,DR9
4546,55835,13.94,7.65,v5_7_0,v5_7_0,good,15.5,675,113,80,52,80,boss,boss,boss12,10923,DR10
4547,55893,15.16,9.54,v5_7_0,v5_7_0,good,17.9,678,117,57,62,86,boss,boss,boss12,10924,DR10
4548,55565,24.21,9.91,v5_7_0,v5_7_0,good,21.0,694,85,65,56,100,boss,boss,boss12,10932,DR9
4549,55556,24.51,8.02,v5_7_0,v5_7_0,good,21.1,682,88,79,58,93,boss,boss,boss12,10933,DR9
4550,55894,16.15,7.74,v5_7_0,v5_7_0,good,18.8,614,107,103,65,111,boss,boss,boss12,10937,DR10
4551,55569,17.29,9.64,v5_7_0,v5_7_0,good,13.9,717,93,52,52,86,boss,boss,boss12,10938,DR9
4552,55884,21.84,9.83,v5_7_0,v5_7_0,good,18.9,673,92,83,57,95,boss,boss,boss12,10942,DR10
4553,55584,22.90,7.95,v5_7_0,v5_7_0,good,15.9,678,105,52,79,86,boss,boss,boss12,10943,DR9
4554,56193,18.35,7.81,v5_7_0,v5_7_0,good,16.8,733,91,60,35,81,boss,boss,boss12,10948,DR11
4555,56189,19.31,9.74,v5_7_0,v5_7_0,good,17.2,681,96,65,37,121,boss,boss,boss12,10949,DR11
4556,55912,20.83,7.88,v5_7_0,v5_7_0,good,23.7,611,127,83,55,124,boss,boss,boss12,10950,DR10
4557,55588,156.04,42.45,v5_7_0,v5_7_0,good,15.3,654,145,62,39,100,boss,boss,boss15,11835,DR9
4558,55569,156.90,40.20,v5_7_0,v5_7_0,good,18.9,616,146,82,38,118,boss,boss,boss15,11836,DR9
4559,55597,157.71,37.96,v5_7_0,v5_7_0,good,14.9,609,150,72,59,110,boss,boss,boss15,11837,DR9
4560,55575,158.75,35.80,v5_7_0,v5_7_0,good,11.9,607,169,71,48,105,boss,boss,boss15,11838,DR9
4561,55614,153.13,42.74,v5_7_0,v5_7_0,good,11.8,636,136,78,46,104,boss,boss,boss15,11847,DR9
4562,55570,153.89,40.40,v5_7_0,v5_7_0,good,15.1,624,162,64,40,110,boss,boss,boss15,11848,DR9
4563,55617,155.10,38.06,v5_7_0,v5_7_0,good,13.3,647,132,77,46,98,boss,boss,boss15,11849,DR9
4564,55570,156.15,35.80,v5_7_0,v5_7_0,good,15.5,660,147,68,44,81,boss,boss,boss15,11850,DR9
4565,55591,149.92,42.55,v5_7_0,v5_7_0,good,19.5,655,131,94,28,92,boss,boss,boss15,11861,DR9
4566,55630,150.98,40.63,v5_7_0,v5_7_0,good,13.1,632,162,73,35,98,boss,boss,boss15,11862,DR9
4567,55589,152.16,38.39,v5_7_0,v5_7_0,good,24.5,630,151,64,34,121,boss,boss,boss15,11863,DR9
4568,55600,153.72,36.05,v5_7_0,v5_7_0,good,13.0,655,135,45,61,104,boss,boss,boss15,11864,DR9
4569,55631,146.83,43.06,v5_7_0,v5_7_0,good,11.4,641,143,76,52,88,boss,boss,boss15,11876,DR9
4570,55623,149.10,38.52,v5_7_0,v5_7_0,good,13.8,624,169,64,42,101,boss,boss,boss15,11878,DR9
4571,55629,145.41,40.61,v5_7_0,v5_7_0,good,11.3,626,161,69,46,98,boss,boss,boss15,11893,DR9
4572,55622,146.57,38.51,v5_7_0,v5_7_0,good,16.7,637,154,73,46,90,boss,boss,boss15,11894,DR9
4573,55587,147.96,36.28,v5_7_0,v5_7_0,good,12.0,600,138,74,65,123,boss,boss,boss15,11895,DR9
4574,55621,143.71,38.46,v5_7_0,v5_7_0,good,14.9,632,134,84,49,101,boss,boss,boss15,11907,DR9
4575,55590,145.19,36.28,v5_7_0,v5_7_0,good,20.0,597,171,91,36,105,boss,boss,boss15,11908,DR9
4576,55592,142.39,36.25,v5_7_0,v5_7_0,good,12.6,581,171,92,54,102,boss,boss,boss15,11918,DR9
4601,55589,179.10,32.29,v5_7_0,v5_7_0,good,14.6,642,124,78,44,112,boss,boss,boss15,11108,DR9
4602,55644,133.71,35.37,v5_7_0,v5_7_0,good,15.7,673,123,73,51,80,boss,boss,boss15,11109,DR9
4603,55999,137.33,42.21,v5_7_0,v5_7_0,good,12.9,660,134,75,50,81,boss,boss,boss15,11161,DR10
4604,55983,134.11,41.93,v5_7_0,v5_7_0,good,15.2,712,89,64,38,97,boss,boss,boss15,11165,DR10
4605,55971,135.96,40.07,v5_7_0,v5_7_0,good,13.1,583,172,75,55,115,boss,boss,boss15,11166,DR10
4606,56223,131.33,41.64,v5_7_0,v5_7_0,good,19.4,678,121,67,46,88,boss,boss,boss15,11167,DR11
4607,56248,133.17,39.79,v5_7_0,v5_7_0,good,11.4,641,128,75,71,85,boss,boss,boss15,11168,DR11
4608,55973,134.91,37.70,v5_7_0,v5_7_0,good,14.8,661,113,76,45,105,boss,boss,boss15,11169,DR10
4609,56251,132.21,36.99,v5_7_0,v5_7_0,good,13.7,640,125,68,84,83,boss,boss,boss15,11170,DR11
4610,55621,181.65,35.03,v5_7_0,v5_7_0,good,14.9,679,120,68,41,92,boss,boss,boss15,11469,DR9
4611,55603,181.71,32.65,v5_7_0,v5_7_0,good,18.3,650,134,73,42,101,boss,boss,boss15,11470,DR9
4612,55590,183.88,33.29,v5_7_0,v5_7_0,good,17.8,629,144,80,38,109,boss,boss,boss15,11472,DR9
4613,55591,183.91,35.74,v5_7_0,v5_7_0,good,14.6,630,154,63,53,100,boss,boss,boss15,11475,DR9
4614,55604,176.89,32.66,v5_7_0,v5_7_0,good,16.8,664,124,60,45,107,boss,boss,boss15,11787,DR9
4615,55618,173.51,35.89,v5_7_0,v5_7_0,good,13.6,654,134,67,63,82,boss,boss,boss15,11789,DR9
4616,55617,174.37,33.26,v5_7_0,v5_7_0,good,12.8,582,132,70,98,118,boss,boss,boss15,11790,DR9
4617,55617,170.81,38.55,v5_7_0,v5_7_0,good,13.6,622,155,73,48,102,boss,boss,boss15,11792,DR9
4618,55600,171.24,36.34,v5_7_0,v5_7_0,good,14.7,665,125,60,47,103,boss,boss,boss15,11793,DR9
4619,55599,171.97,33.94,v5_7_0,v5_7_0,good,14.3,584,164,66,78,108,boss,boss,boss15,11794,DR9
4620,55652,167.46,41.30,v5_7_0,v5_7_0,good,14.7,628,157,78,39,98,boss,boss,boss15,11797,DR9
4621,55649,167.94,39.01,v5_7_0,v5_7_0,good,14.9,599,148,78,51,124,boss,boss,boss15,11798,DR9
4622,55629,168.46,36.66,v5_7_0,v5_7_0,good,10.5,606,140,69,72,113,boss,boss,boss15,11799,DR9
4623,55621,169.44,34.45,v5_7_0,v5_7_0,good,12.4,667,144,53,40,96,boss,boss,boss15,11800,DR9
4624,55654,164.63,41.93,v5_7_0,v5_7_0,good,14.0,632,144,68,58,98,boss,boss,boss15,11804,DR9
4625,55632,165.16,39.45,v5_7_0,v5_7_0,good,12.1,659,129,62,40,110,boss,boss,boss15,11805,DR9
4626,55647,165.70,37.11,v5_7_0,v5_7_0,good,13.8,628,137,74,51,110,boss,boss,boss15,11806,DR9
4627,55626,166.97,34.75,v5_7_0,v5_7_0,good,11.4,643,133,68,73,83,boss,boss,boss15,11807,DR9
4628,55646,162.14,41.93,v5_7_0,v5_7_0,good,12.5,567,174,52,69,138,boss,boss,boss15,11813,DR9
4629,55630,162.78,39.72,v5_7_0,v5_7_0,good,13.5,588,184,60,55,113,boss,boss,boss15,11814,DR9
4630,55623,163.13,37.33,v5_7_0,v5_7_0,good,12.9,645,129,74,42,110,boss,boss,boss15,11815,DR9
4631,55617,164.26,35.08,v5_7_0,v5_7_0,good,26.7,610,148,88,40,114,boss,boss,boss15,11816,DR9
4632,55644,159.03,42.37,v5_7_0,v5_7_0,good,11.1,572,194,68,47,119,boss,boss,boss15,11823,DR9
4633,55620,159.64,40.08,v5_7_0,v5_7_0,good,17.9,571,163,80,64,122,boss,boss,boss15,11824,DR9
4634,55626,160.59,37.96,v5_7_0,v5_7_0,good,13.8,594,145,71,66,124,boss,boss,boss15,11825,DR9
4635,55615,161.34,35.59,v5_7_0,v5_7_0,good,15.0,636,148,68,50,98,boss,boss,boss15,11826,DR9
4636,55945,147.95,40.75,v5_7_0,v5_7_0,good,12.3,679,115,61,65,80,boss,boss,boss15,11877,DR10
4637,55616,150.91,36.35,v5_7_0,v5_7_0,good,15.3,610,178,69,52,91,boss,boss,boss15,11879,DR9
4638,55956,143.83,42.82,v5_7_0,v5_7_0,good,10.1,598,145,62,82,113,boss,boss,boss15,11892,DR10
4639,55944,140.72,42.77,v5_7_0,v5_7_0,good,15.9,640,156,55,44,105,boss,boss,boss15,11905,DR10
4640,55927,142.32,40.58,v5_7_0,v5_7_0,good,10.6,584,177,82,59,98,boss,boss,boss15,11906,DR10
4641,55947,139.17,40.58,v5_7_0,v5_7_0,good,12.1,621,135,77,41,126,boss,boss,boss15,11916,DR10
4642,55926,140.69,38.32,v5_7_0,v5_7_0,good,12.3,604,137,94,51,114,boss,boss,boss15,11917,DR10
4643,55946,137.73,38.03,v5_7_0,v5_7_0,good,14.7,657,109,80,46,108,boss,boss,boss15,11924,DR10
4644,55922,139.58,35.96,v5_7_0,v5_7_0,good,11.8,618,153,80,51,98,boss,boss,boss15,11925,DR10
4645,55623,136.61,35.80,v5_7_0,v5_7_0,good,14.2,632,141,86,52,89,boss,boss,boss15,11929,DR9
4646,55622,176.21,34.95,v5_7_0,v5_7_0,good,16.5,637,133,66,55,109,boss,boss,boss15,11930,DR9
4647,55621,179.10,34.25,v5_7_0,v5_7_0,good,13.9,650,139,60,45,106,boss,boss,boss15,11931,DR9
4648,55673,173.43,38.07,v5_7_0,v5_7_0,good,11.4,653,126,78,58,85,boss,boss,boss15,11932,DR9
4649,55621,181.87,37.31,v5_7_0,v5_7_0,good,15.9,613,130,75,57,125,boss,boss,boss15,11933,DR9
4650,55648,178.85,36.03,v5_7_0,v5_7_0,good,14.8,656,123,64,49,108,boss,boss,boss15,11934,DR9
4651,56008,170.41,40.68,v5_7_0,v5_7_0,good,13.3,633,151,67,45,104,boss,boss,boss15,11935,DR10
4652,55672,178.83,37.91,v5_7_0,v5_7_0,good,11.0,634,138,82,57,89,boss,boss,boss15,11938,DR9
4653,55622,176.32,37.21,v5_7_0,v5_7_0,good,15.0,617,135,55,79,114,boss,boss,boss15,11939,DR9
