 obs_wave   obs_eint  obs_pint
 679.9316  8.5617e-02    15.69
 679.9356  8.5231e-02    15.62
 679.9397  8.4049e-02    15.40
 679.9438  7.8523e-02    14.39
 679.9478  8.1355e-02    14.91
 679.9519  8.4292e-02    15.44
 679.9560  8.5485e-02    15.66
 679.9600  8.3369e-02    15.28
 679.9641  7.1136e-02    13.03
 679.9682  7.5384e-02    13.81
 679.9722  7.7358e-02    14.17
 679.9763  7.8007e-02    14.29
 679.9804  7.7962e-02    14.29
 679.9844  8.7648e-02    16.06
 679.9885  8.6259e-02    15.81
 679.9925  8.0850e-02    14.81
 679.9966  7.5699e-02    13.87
 680.0007  7.3747e-02    13.51
 680.0047  7.5327e-02    13.80
 680.0088  8.0743e-02    14.80
 680.0129  8.0481e-02    14.75
 680.0169  7.7093e-02    14.13
 680.0210  7.4205e-02    13.60
 680.0251  8.0604e-02    14.77
 680.0291  8.4200e-02    15.43
 680.0332  8.5960e-02    15.75
 680.0372  8.3952e-02    15.38
 680.0413  7.3095e-02    13.39
 680.0454  8.6180e-02    15.79
 680.0494  8.3229e-02    15.25
 680.0535  8.0920e-02    14.83
 680.0576  8.2118e-02    15.05
 680.0616  7.6035e-02    13.93
 680.0657  8.1295e-02    14.90
 680.0698  7.8139e-02    14.32
 680.0738  7.5842e-02    13.90
 680.0779  7.9851e-02    14.63
 680.0820  7.9104e-02    14.50
 680.0860  8.6548e-02    15.86
 680.0901  8.2778e-02    15.17
 680.0941  7.8195e-02    14.33
 680.0982  8.3653e-02    15.33
 680.1023  7.9576e-02    14.58
 680.1063  8.1530e-02    14.94
 680.1104  7.9188e-02    14.51
 680.1145  7.7791e-02    14.26
 680.1185  8.8480e-02    16.22
 680.1226  7.8241e-02    14.34
 680.1267  7.5903e-02    13.91
 680.1307  7.7617e-02    14.23
 680.1348  8.2395e-02    15.10
 680.1388  9.0586e-02    16.60
 680.1429  8.3583e-02    15.32
 680.1470  7.9838e-02    14.63
 680.1510  8.2550e-02    15.13
 680.1551  8.8204e-02    16.17
 680.1592  7.4804e-02    13.71
 680.1632  8.3817e-02    15.36
 680.1673  8.2831e-02    15.18
 680.1714  8.0022e-02    14.67
 680.1754  7.7693e-02    14.24
 680.1795  8.1557e-02    14.95
 680.1836  7.6772e-02    14.07
 680.1876  7.9431e-02    14.56
 680.1917  7.8925e-02    14.47
 680.1957  7.1313e-02    13.07
 680.1998  8.3581e-02    15.32
 680.2039  8.5686e-02    15.71
 680.2079  8.4950e-02    15.57
 680.2120  8.4297e-02    15.45
 680.2161  8.5833e-02    15.73
 680.2201  8.3892e-02    15.38
 680.2242  8.5522e-02    15.68
 680.2283  8.4088e-02    15.41
 680.2323  8.1619e-02    14.96
 680.2364  7.9238e-02    14.52
 680.2404  8.6447e-02    15.85
 680.2445  8.9906e-02    16.48
 680.2486  8.3693e-02    15.34
 680.2526  7.9131e-02    14.51
 680.2567  8.8065e-02    16.14
 680.2608  8.2142e-02    15.06
 680.2648  8.1955e-02    15.02
 680.2689  8.0421e-02    14.74
 680.2730  8.0236e-02    14.71
 680.2770  8.4853e-02    15.55
 680.2811  7.8278e-02    14.35
 680.2852  8.1972e-02    15.03
 680.2892  8.4197e-02    15.43
 680.2933  8.4494e-02    15.49
 680.2973  8.3109e-02    15.24
 680.3014  8.1567e-02    14.95
 680.3055  9.4157e-02    17.26
 680.3095  1.1119e-01    20.38
 680.3136  1.2417e-01    22.76
 680.3177  1.2049e-01    22.09
 680.3217  9.4909e-02    17.40
 680.3258  8.8645e-02    16.25
 680.3299  8.3092e-02    15.23
 680.3339  8.1116e-02    14.87
 680.3380  8.6307e-02    15.82
 680.3420  7.7066e-02    14.13
 680.3461  6.8756e-02    12.61
 680.3502  7.3563e-02    13.49
 680.3542  8.2150e-02    15.06
 680.3583  8.1563e-02    14.95
 680.3624  8.4325e-02    15.46
 680.3664  7.6747e-02    14.07
 680.3705  7.1054e-02    13.03
 680.3746  7.0400e-02    12.91
 680.3786  7.8101e-02    14.32
 680.3827  7.7584e-02    14.22
 680.3868  8.0116e-02    14.69
 680.3908  7.8795e-02    14.45
 680.3949  7.5270e-02    13.80
 680.3989  7.1059e-02    13.03
 680.4030  7.6446e-02    14.02
 680.4071  7.5764e-02    13.89
 680.4111  7.5956e-02    13.93
 680.4152  7.9036e-02    14.49
 680.4193  8.5415e-02    15.66
 680.4233  7.6811e-02    14.08
 680.4274  7.6441e-02    14.02
 680.4315  7.4090e-02    13.58
 680.4355  7.4972e-02    13.75
 680.4396  8.1524e-02    14.95
 680.4436  8.4255e-02    15.45
 680.4477  7.9643e-02    14.60
 680.4518  7.9377e-02    14.55
 680.4558  7.7936e-02    14.29
 680.4599  7.5269e-02    13.80
 680.4640  8.4824e-02    15.55
 680.4680  8.3819e-02    15.37
 680.4721  8.2534e-02    15.13
 680.4762  8.1480e-02    14.94
 680.4802  8.1059e-02    14.86
 680.4843  8.4360e-02    15.47
 680.4884  7.7726e-02    14.25
 680.4924  7.8460e-02    14.39
 680.4965  8.1794e-02    15.00
 680.5005  8.4856e-02    15.56
 680.5046  8.3341e-02    15.28
 680.5087  7.8582e-02    14.41
 680.5127  7.5419e-02    13.83
 680.5168  7.9934e-02    14.66
 680.5209  8.4401e-02    15.48
 680.5249  7.9668e-02    14.61
 680.5290  9.0470e-02    16.59
 680.5331  8.4946e-02    15.58
 680.5371  8.1512e-02    14.95
 680.5412  7.9023e-02    14.49
 680.5452  7.7030e-02    14.13
 680.5493  8.9273e-02    16.37
 680.5534  7.9294e-02    14.54
 680.5574  8.2429e-02    15.12
 680.5615  8.1923e-02    15.02
 680.5656  7.4701e-02    13.70
 680.5696  7.7450e-02    14.20
 680.5737  7.7253e-02    14.17
 680.5778  7.4532e-02    13.67
 680.5818  8.3489e-02    15.31
 680.5859  9.1432e-02    16.77
 680.5900  7.3380e-02    13.46
 680.5940  8.4504e-02    15.50
 680.5981  8.7266e-02    16.00
 680.6021  8.3947e-02    15.40
 680.6062  7.9172e-02    14.52
 680.6103  7.7709e-02    14.25
 680.6143  8.0780e-02    14.82
 680.6184  7.9265e-02    14.54
 680.6225  8.3316e-02    15.28
 680.6265  8.5862e-02    15.75
 680.6306  8.1697e-02    14.98
 680.6347  7.9038e-02    14.50
 680.6387  8.0310e-02    14.73
 680.6428  7.7857e-02    14.28
 680.6468  7.5221e-02    13.80
 680.6509  7.5071e-02    13.77
 680.6550  8.4647e-02    15.53
 680.6590  7.2500e-02    13.30
 680.6631  7.3281e-02    13.44
 680.6672  7.8178e-02    14.34
 680.6712  8.1667e-02    14.98
 680.6753  7.6146e-02    13.97
 680.6794  8.3145e-02    15.25
 680.6834  7.7569e-02    14.23
 680.6875  7.6240e-02    13.98
 680.6916  7.7778e-02    14.27
 680.6956  8.2041e-02    15.05
 680.6997  8.0311e-02    14.73
 680.7037  7.8414e-02    14.38
 680.7078  8.1064e-02    14.87
 680.7119  7.9871e-02    14.65
 680.7159  7.5826e-02    13.91
 680.7200  8.1501e-02    14.95
 680.7241  8.5061e-02    15.60
 680.7281  9.0620e-02    16.62
 680.7322  8.6826e-02    15.93
 680.7363  8.6174e-02    15.81
 680.7403  8.8313e-02    16.20
 680.7444  7.6675e-02    14.07
 680.7484  8.3527e-02    15.32
 680.7525  7.6840e-02    14.10
 680.7566  7.4052e-02    13.58
 680.7606  7.6934e-02    14.11
 680.7647  7.4700e-02    13.70
 680.7688  7.8184e-02    14.34
 680.7728  7.6497e-02    14.03
 680.7769  7.9385e-02    14.56
 680.7810  8.2459e-02    15.13
 680.7850  8.1771e-02    15.00
 680.7891  8.0357e-02    14.74
 680.7932  7.5438e-02    13.84
 680.7972  7.6797e-02    14.09
 680.8013  7.7230e-02    14.17
 680.8053  7.8787e-02    14.45
 680.8094  9.0178e-02    16.54
 680.8135  8.4787e-02    15.55
 680.8175  7.9970e-02    14.67
 680.8216  8.1988e-02    15.04
 680.8257  8.3864e-02    15.39
 680.8297  8.3478e-02    15.32
 680.8338  9.1718e-02    16.83
 680.8379  8.1831e-02    15.01
 680.8419  7.6170e-02    13.97
 680.8460  7.6961e-02    14.12
 680.8500  8.0356e-02    14.74
 680.8541  8.6676e-02    15.90
 680.8582  8.2254e-02    15.09
 680.8622  7.7797e-02    14.27
 680.8663  8.0599e-02    14.79
 680.8704  8.3202e-02    15.27
 680.8744  8.3032e-02    15.23
 680.8785  8.5043e-02    15.60
 680.8826  8.2775e-02    15.19
 680.8866  8.0487e-02    14.77
 680.8907  8.2884e-02    15.21
 680.8948  8.2188e-02    15.08
 680.8988  7.4251e-02    13.62
 680.9029  8.3884e-02    15.39
 680.9069  7.8861e-02    14.47
 680.9110  7.9467e-02    14.58
 680.9151  7.9339e-02    14.56
 680.9191  7.8902e-02    14.48
 680.9232  8.2941e-02    15.22
 680.9273  7.5386e-02    13.83
 680.9313  7.8583e-02    14.42
 680.9354  8.2102e-02    15.07
 680.9395  8.5759e-02    15.74
 680.9435  8.8127e-02    16.17
 680.9476  9.7773e-02    17.94
 680.9516  9.6886e-02    17.78
 680.9557  9.0914e-02    16.68
 680.9598  9.2646e-02    17.00
 680.9638  9.2127e-02    16.91
 680.9679  9.2561e-02    16.98
 680.9720  8.0783e-02    14.82
 680.9760  7.9310e-02    14.55
 680.9801  7.7304e-02    14.19
 680.9842  7.6871e-02    14.11
 680.9882  7.8730e-02    14.45
 680.9923  8.5068e-02    15.61
 680.9964  7.4077e-02    13.59
 681.0004  7.8927e-02    14.48
 681.0045  8.3525e-02    15.33
 681.0085  8.4821e-02    15.57
 681.0126  8.2148e-02    15.08
 681.0167  8.4021e-02    15.42
 681.0207  8.5363e-02    15.67
 681.0248  7.0550e-02    12.95
 681.0289  7.1815e-02    13.18
 681.0329  7.8740e-02    14.45
 681.0370  8.3501e-02    15.32
 681.0411  8.1678e-02    14.99
 681.0451  8.2152e-02    15.08
 681.0492  8.0954e-02    14.86
 681.0532  7.9415e-02    14.57
 681.0573  8.1304e-02    14.92
 681.0614  8.3593e-02    15.34
 681.0654  7.6855e-02    14.11
 681.0695  7.3255e-02    13.44
 681.0736  7.4190e-02    13.62
 681.0776  8.5209e-02    15.64
 681.0817  9.4745e-02    17.39
 681.0858  9.3016e-02    17.07
 681.0898  9.0339e-02    16.58
 681.0939  7.7422e-02    14.21
 681.0980  7.8238e-02    14.36
 681.1020  8.0453e-02    14.77
 681.1061  8.2028e-02    15.06
 681.1101  8.0847e-02    14.84
 681.1142  8.2037e-02    15.06
 681.1183  7.7745e-02    14.27
 681.1223  7.7493e-02    14.22
 681.1264  8.3589e-02    15.34
 681.1305  8.5656e-02    15.72
 681.1345  8.2342e-02    15.11
 681.1386  8.2224e-02    15.09
 681.1427  9.1157e-02    16.73
 681.1467  9.6976e-02    17.80
 681.1508  9.3337e-02    17.13
 681.1548  8.7399e-02    16.04
 681.1589  8.6693e-02    15.91
 681.1630  7.6998e-02    14.13
 681.1670  8.2988e-02    15.23
 681.1711  7.9273e-02    14.55
 681.1752  7.3484e-02    13.49
 681.1792  7.2396e-02    13.29
 681.1833  7.7501e-02    14.23
 681.1874  8.2593e-02    15.16
 681.1914  8.2975e-02    15.23
 681.1955  7.9830e-02    14.65
 681.1996  8.1256e-02    14.92
 681.2036  8.5566e-02    15.71
 681.2077  8.5820e-02    15.75
 681.2117  8.3087e-02    15.25
 681.2158  7.8676e-02    14.44
 681.2199  7.9437e-02    14.58
 681.2239  7.9337e-02    14.56
 681.2280  8.4018e-02    15.42
 681.2321  8.5773e-02    15.75
 681.2361  8.2141e-02    15.08
 681.2402  7.1112e-02    13.05
 681.2443  8.2237e-02    15.10
 681.2483  8.6007e-02    15.79
 681.2524  9.0625e-02    16.64
 681.2564  9.3358e-02    17.14
 681.2605  7.4567e-02    13.69
 681.2646  7.8764e-02    14.46
 681.2686  9.7064e-02    17.82
 681.2727  9.1647e-02    16.82
 681.2768  8.6773e-02    15.93
 681.2808  8.4865e-02    15.58
 681.2849  8.3479e-02    15.33
 681.2890  8.0553e-02    14.79
 681.2930  8.6302e-02    15.84
 681.2971  7.7752e-02    14.27
 681.3012  7.7991e-02    14.32
 681.3052  8.2505e-02    15.15
 681.3093  7.9595e-02    14.61
 681.3133  8.5567e-02    15.71
 681.3174  8.0808e-02    14.84
 681.3215  8.4930e-02    15.59
 681.3255  8.7872e-02    16.13
 681.3296  9.3718e-02    17.21
 681.3337  9.9036e-02    18.18
 681.3377  9.3247e-02    17.12
 681.3418  8.4446e-02    15.50
 681.3459  8.0730e-02    14.82
 681.3499  7.8966e-02    14.50
 681.3540  8.0887e-02    14.85
 681.3580  7.7917e-02    14.31
 681.3621  7.3252e-02    13.45
 681.3662  7.9699e-02    14.63
 681.3702  8.0807e-02    14.84
 681.3743  8.5491e-02    15.70
 681.3784  8.4821e-02    15.57
 681.3824  8.5564e-02    15.71
 681.3865  8.5312e-02    15.66
 681.3906  7.7751e-02    14.28
 681.3946  7.5226e-02    13.81
 681.3987  7.2203e-02    13.26
 681.4028  7.5390e-02    13.84
 681.4068  8.0909e-02    14.86
 681.4109  8.6679e-02    15.92
 681.4149  8.7366e-02    16.04
 681.4190  8.7076e-02    15.99
 681.4231  8.7557e-02    16.08
 681.4271  8.1222e-02    14.91
 681.4312  8.3090e-02    15.26
 681.4353  9.0923e-02    16.70
 681.4393  8.7387e-02    16.05
 681.4434  9.1735e-02    16.85
 681.4475  8.9323e-02    16.40
 681.4515  8.4131e-02    15.45
 681.4556  8.3927e-02    15.41
 681.4596  8.1127e-02    14.90
 681.4637  7.7625e-02    14.25
 681.4678  8.1980e-02    15.05
 681.4718  8.6592e-02    15.90
 681.4759  8.4771e-02    15.57
 681.4800  8.2831e-02    15.21
 681.4840  8.1901e-02    15.04
 681.4881  8.2464e-02    15.14
 681.4922  7.4580e-02    13.70
 681.4962  7.5345e-02    13.84
 681.5003  7.4373e-02    13.66
 681.5044  8.1863e-02    15.03
 681.5084  8.0992e-02    14.87
 681.5125  7.8037e-02    14.33
 681.5165  7.7656e-02    14.26
 681.5206  8.3992e-02    15.43
 681.5247  8.3709e-02    15.37
 681.5287  7.9868e-02    14.67
 681.5328  7.6966e-02    14.14
 681.5369  7.8920e-02    14.49
 681.5409  8.4573e-02    15.53
 681.5450  7.9963e-02    14.69
 681.5491  7.7815e-02    14.29
 681.5531  8.6849e-02    15.95
 681.5572  9.1814e-02    16.86
 681.5612  8.9035e-02    16.35
 681.5653  7.7622e-02    14.26
 681.5694  7.1853e-02    13.20
 681.5734  7.5068e-02    13.79
 681.5775  7.8459e-02    14.41
 681.5816  7.5878e-02    13.94
 681.5856  7.3199e-02    13.44
 681.5897  6.8622e-02    12.60
 681.5938  7.7575e-02    14.25
 681.5978  8.5056e-02    15.62
 681.6019  8.5079e-02    15.63
 681.6060  7.5967e-02    13.95
 681.6100  8.1470e-02    14.96
 681.6141  8.4948e-02    15.60
 681.6181  7.9359e-02    14.58
 681.6222  7.7547e-02    14.24
 681.6263  8.0268e-02    14.74
 681.6303  7.7619e-02    14.26
 681.6344  8.3794e-02    15.39
 681.6385  8.4396e-02    15.50
 681.6425  8.0633e-02    14.81
 681.6466  7.9583e-02    14.62
 681.6507  8.0040e-02    14.70
 681.6547  7.4942e-02    13.77
 681.6588  8.1145e-02    14.91
 681.6628  7.7477e-02    14.23
 681.6669  8.0508e-02    14.79
 681.6710  6.6970e-02    12.30
 681.6750  7.8954e-02    14.50
 681.6791  8.6499e-02    15.89
 681.6832  8.8147e-02    16.19
 681.6872  8.3992e-02    15.43
 681.6913  7.8006e-02    14.33
 681.6954  7.8968e-02    14.51
 681.6994  7.8510e-02    14.42
 681.7035  7.7303e-02    14.20
 681.7076  7.8063e-02    14.34
 681.7116  7.8616e-02    14.44
 681.7157  6.9062e-02    12.69
 681.7197  8.4006e-02    15.43
 681.7238  8.1772e-02    15.02
 681.7279  7.6543e-02    14.06
 681.7319  7.6208e-02    14.00
 681.7360  7.6211e-02    14.00
 681.7401  7.9113e-02    14.53
 681.7441  8.4884e-02    15.59
 681.7482  7.9345e-02    14.58
 681.7523  8.1807e-02    15.03
 681.7563  7.8681e-02    14.45
 681.7604  8.6899e-02    15.96
 681.7644  8.6139e-02    15.83
 681.7685  8.2656e-02    15.19
 681.7726  8.4115e-02    15.45
 681.7766  8.1990e-02    15.06
 681.7807  7.9846e-02    14.67
 681.7848  9.2111e-02    16.92
 681.7888  8.3043e-02    15.26
 681.7929  7.8844e-02    14.49
 681.7970  8.1888e-02    15.04
 681.8010  7.7180e-02    14.18
 681.8051  7.6405e-02    14.04
 681.8092  8.2766e-02    15.21
 681.8132  7.8274e-02    14.38
 681.8173  7.8229e-02    14.37
 681.8213  7.5609e-02    13.89
 681.8254  7.4949e-02    13.77
 681.8295  7.9949e-02    14.69
 681.8335  8.3911e-02    15.42
 681.8376  7.9130e-02    14.54
 681.8417  8.4437e-02    15.51
 681.8457  8.4477e-02    15.52
 681.8498  7.5002e-02    13.78
 681.8539  7.5995e-02    13.96
 681.8579  7.9299e-02    14.57
 681.8620  9.2515e-02    17.00
 681.8660  1.0146e-01    18.64
 681.8701  1.0020e-01    18.41
 681.8742  1.1320e-01    20.80
 681.8782  1.1018e-01    20.25
 681.8823  1.0962e-01    20.14
 681.8864  1.0025e-01    18.42
 681.8904  8.3301e-02    15.31
 681.8945  7.3505e-02    13.51
 681.8986  7.4820e-02    13.75
 681.9026  7.9659e-02    14.64
 681.9067  7.7068e-02    14.16
 681.9108  7.5824e-02    13.93
 681.9148  7.4376e-02    13.67
 681.9189  7.9355e-02    14.58
 681.9229  8.2952e-02    15.24
 681.9270  8.0905e-02    14.87
 681.9311  8.9967e-02    16.53
 681.9351  9.1866e-02    16.88
 681.9392  9.0322e-02    16.60
 681.9433  8.7944e-02    16.16
 681.9473  8.2552e-02    15.17
 681.9514  7.6569e-02    14.07
 681.9555  7.6872e-02    14.13
 681.9595  7.6355e-02    14.03
 681.9636  8.3452e-02    15.34
 681.9676  1.0577e-01    19.44
 681.9717  8.5379e-02    15.69
 681.9758  8.1140e-02    14.91
 681.9798  7.6600e-02    14.08
 681.9839  7.7143e-02    14.18
 681.9880  7.8542e-02    14.43
 681.9920  7.5101e-02    13.80
 681.9961  8.4447e-02    15.52
 682.0002  7.2126e-02    13.26
 682.0042  6.7112e-02    12.33
 682.0083  8.0474e-02    14.79
 682.0124  7.6600e-02    14.08
 682.0164  7.1829e-02    13.20
 682.0205  7.8450e-02    14.42
 682.0245  7.5986e-02    13.97
 682.0286  7.9167e-02    14.55
 682.0327  7.3362e-02    13.48
 682.0367  7.6770e-02    14.11
 682.0408  8.2962e-02    15.25
 682.0449  8.2391e-02    15.14
 682.0489  7.8405e-02    14.41
 682.0530  8.2389e-02    15.14
 682.0571  8.0866e-02    14.86
 682.0611  7.7256e-02    14.20
 682.0652  6.2115e-02    11.42
 682.0692  6.6868e-02    12.29
 682.0733  7.1565e-02    13.15
 682.0774  8.3930e-02    15.43
 682.0814  8.7870e-02    16.15
 682.0855  8.5196e-02    15.66
 682.0896  7.9973e-02    14.70
 682.0936  7.6631e-02    14.09
 682.0977  7.3466e-02    13.50
 682.1018  7.8373e-02    14.41
 682.1058  6.7411e-02    12.39
 682.1099  7.1807e-02    13.20
 682.1140  7.1240e-02    13.09
 682.1180  6.7517e-02    12.41
 682.1221  8.5560e-02    15.73
 682.1261  1.1772e-01    21.64
 682.1302  9.0285e-02    16.60
 682.1343  9.3483e-02    17.18
 682.1383  8.9757e-02    16.50
 682.1424  8.3848e-02    15.41
 682.1465  8.8200e-02    16.21
 682.1505  9.0808e-02    16.69
 682.1546  8.1445e-02    14.97
 682.1587  8.2276e-02    15.12
 682.1627  8.4756e-02    15.58
 682.1668  8.1161e-02    14.92
 682.1708  8.4043e-02    15.45
 682.1749  8.7828e-02    16.14
 682.1790  7.5751e-02    13.93
 682.1830  7.3902e-02    13.59
 682.1871  8.2667e-02    15.20
 682.1912  8.4499e-02    15.53
 682.1952  8.6130e-02    15.83
 682.1993  7.8939e-02    14.51
 682.2034  8.1312e-02    14.95
 682.2074  8.4286e-02    15.49
 682.2115  8.1747e-02    15.03
 682.2156  7.9062e-02    14.53
 682.2196  7.8365e-02    14.41
 682.2237  7.6085e-02    13.99
 682.2277  7.3648e-02    13.54
 682.2318  7.5578e-02    13.89
 682.2359  8.3165e-02    15.29
 682.2399  8.6393e-02    15.88
 682.2440  8.2488e-02    15.16
 682.2481  8.0574e-02    14.81
 682.2521  8.0313e-02    14.77
 682.2562  8.0434e-02    14.79
 682.2603  8.4104e-02    15.46
 682.2643  7.6795e-02    14.12
 682.2684  7.6307e-02    14.03
 682.2724  8.5924e-02    15.80
 682.2765  7.3197e-02    13.46
 682.2806  7.3580e-02    13.53
 682.2846  7.5753e-02    13.93
 682.2887  7.1427e-02    13.13
 682.2928  7.2494e-02    13.33
 682.2968  8.1476e-02    14.98
 682.3009  7.5101e-02    13.81
 682.3050  7.6232e-02    14.02
 682.3090  7.6136e-02    14.00
 682.3131  8.2627e-02    15.19
 682.3172  7.4771e-02    13.75
 682.3212  7.1031e-02    13.06
 682.3253  8.2709e-02    15.21
 682.3293  8.1421e-02    14.97
 682.3334  8.2729e-02    15.21
 682.3375  8.6636e-02    15.93
 682.3415  8.4807e-02    15.59
 682.3456  8.4870e-02    15.61
 682.3497  8.8983e-02    16.36
 682.3537  8.6947e-02    15.99
 682.3578  7.5746e-02    13.93
 682.3619  7.8429e-02    14.42
 682.3659  8.0920e-02    14.88
 682.3700  7.8789e-02    14.49
 682.3740  7.6169e-02    14.01
 682.3781  8.6493e-02    15.90
 682.3822  8.9695e-02    16.49
 682.3862  8.8828e-02    16.33
 682.3903  8.3320e-02    15.32
 682.3944  8.8978e-02    16.36
 682.3984  8.5396e-02    15.70
 682.4025  7.5724e-02    13.92
 682.4066  8.1995e-02    15.08
 682.4106  8.3781e-02    15.41
 682.4147  8.2895e-02    15.24
 682.4188  8.1483e-02    14.98
 682.4228  7.7143e-02    14.19
 682.4269  6.9002e-02    12.69
 682.4309  7.6104e-02    14.00
 682.4350  8.2471e-02    15.17
 682.4391  8.2176e-02    15.11
 682.4431  7.7967e-02    14.34
 682.4472  7.4221e-02    13.65
 682.4513  8.5017e-02    15.63
 682.4553  9.2202e-02    16.96
 682.4594  8.6838e-02    15.97
 682.4635  8.4160e-02    15.48
 682.4675  8.2562e-02    15.18
 682.4716  8.1328e-02    14.96
 682.4756  8.6745e-02    15.95
 682.4797  8.7447e-02    16.08
 682.4838  7.9781e-02    14.67
 682.4878  8.8098e-02    16.20
 682.4919  8.2141e-02    15.11
 682.4960  9.3227e-02    17.15
 682.5000  9.1966e-02    16.91
 682.5041  8.7561e-02    16.10
 682.5082  9.1615e-02    16.85
 682.5122  9.1966e-02    16.91
 682.5163  9.0627e-02    16.67
 682.5204  8.9412e-02    16.44
 682.5244  9.0280e-02    16.60
 682.5285  8.8351e-02    16.25
 682.5325  8.4178e-02    15.48
 682.5366  8.3119e-02    15.29
 682.5407  8.3019e-02    15.27
 682.5447  9.7104e-02    17.86
 682.5488  9.1028e-02    16.74
 682.5529  7.9347e-02    14.59
 682.5569  8.0524e-02    14.81
 682.5610  8.3291e-02    15.32
 682.5651  8.6881e-02    15.98
 682.5691  8.2355e-02    15.15
 682.5732  8.1251e-02    14.94
 682.5772  7.9409e-02    14.61
 682.5813  8.8987e-02    16.37
 682.5854  8.2524e-02    15.18
 682.5894  8.3327e-02    15.33
 682.5935  8.3810e-02    15.42
 682.5976  8.5475e-02    15.72
 682.6016  8.1471e-02    14.99
 682.6057  8.3592e-02    15.38
 682.6098  8.9033e-02    16.38
 682.6138  8.0881e-02    14.88
 682.6179  7.8979e-02    14.53
 682.6220  9.1090e-02    16.76
 682.6260  8.2226e-02    15.13
 682.6301  7.4510e-02    13.71
 682.6341  7.6599e-02    14.09
 682.6382  7.8337e-02    14.41
 682.6423  8.3547e-02    15.37
 682.6463  8.5109e-02    15.66
 682.6504  8.1775e-02    15.04
 682.6545  8.2098e-02    15.10
 682.6585  8.1391e-02    14.97
 682.6626  7.8831e-02    14.50
 682.6667  6.9213e-02    12.73
 682.6707  7.9941e-02    14.71
 682.6748  7.7523e-02    14.26
 682.6788  7.6172e-02    14.01
 682.6829  7.1904e-02    13.23
 682.6870  7.7816e-02    14.32
 682.6910  8.4917e-02    15.62
 682.6951  8.2612e-02    15.20
 682.6992  8.3864e-02    15.43
 682.7032  8.4026e-02    15.46
 682.7073  8.4589e-02    15.56
 682.7114  8.1150e-02    14.93
 682.7154  9.2274e-02    16.98
 682.7195  9.0608e-02    16.67
 682.7236  9.0415e-02    16.63
 682.7276  1.0629e-01    19.55
 682.7317  1.8684e-01    34.37
 682.7357  3.7033e-01    68.13
 682.7398  1.3301e+00   244.72
 682.7439  1.6987e+00   312.53
 682.7479  1.8408e+00   338.68
 682.7520  1.4193e+00   261.13
 682.7561  9.2058e-01   169.37
 682.7601  2.9485e-01    54.25
 682.7642  1.1202e-01    20.61
 682.7683  9.0750e-02    16.70
 682.7723  8.8912e-02    16.36
 682.7764  7.8666e-02    14.47
 682.7804  7.6669e-02    14.11
 682.7845  8.6429e-02    15.90
 682.7886  8.4535e-02    15.55
 682.7926  8.3682e-02    15.40
 682.7967  8.4569e-02    15.56
 682.8008  8.1035e-02    14.91
 682.8048  8.1706e-02    15.03
 682.8089  8.6328e-02    15.88
 682.8130  7.4571e-02    13.72
 682.8170  7.6663e-02    14.11
 682.8211  8.4660e-02    15.58
 682.8252  8.4434e-02    15.54
 682.8292  8.6068e-02    15.84
 682.8333  1.3032e-01    23.98
 682.8373  3.1748e-01    58.42
 682.8414  5.6502e-01   103.97
 682.8455  8.5952e-01   158.16
 682.8495  8.5969e-01   158.19
 682.8536  7.4635e-01   137.34
 682.8577  3.4871e-01    64.17
 682.8617  1.7114e-01    31.49
 682.8658  8.0503e-02    14.81
 682.8699  8.0595e-02    14.83
 682.8739  8.0987e-02    14.90
 682.8780  8.3663e-02    15.40
 682.8820  7.9955e-02    14.71
 682.8861  8.0274e-02    14.77
 682.8902  8.1785e-02    15.05
 682.8942  7.5047e-02    13.81
 682.8983  7.7703e-02    14.30
 682.9024  8.3048e-02    15.28
 682.9064  8.2655e-02    15.21
 682.9105  8.7043e-02    16.02
 682.9146  9.2176e-02    16.96
 682.9186  9.0543e-02    16.66
 682.9227  8.6215e-02    15.87
 682.9268  9.3395e-02    17.19
 682.9308  1.2761e-01    23.48
 682.9349  1.9176e-01    35.29
 682.9389  8.8026e-01   162.00
 682.9430  1.9963e+00   367.39
 682.9471  3.0952e+00   569.63
 682.9511  3.2921e+00   605.87
 682.9552  2.8266e+00   520.19
 682.9593  1.9837e+00   365.08
 682.9633  6.3950e-01   117.69
 682.9674  3.1567e-01    58.10
 682.9715  1.4704e-01    27.06
 682.9755  1.2927e-01    23.79
 682.9796  2.2577e-01    41.55
 682.9836  4.1509e-01    76.40
 682.9877  7.3365e-01   135.02
 682.9918  8.4048e-01   154.69
 682.9958  8.3902e-01   154.42
 682.9999  5.9013e-01   108.61
 683.0040  3.8025e-01    69.98
 683.0080  1.4217e-01    26.17
 683.0121  1.0360e-01    19.07
 683.0162  8.5281e-02    15.70
 683.0202  7.5767e-02    13.95
 683.0243  8.0021e-02    14.73
 683.0284  8.0537e-02    14.82
 683.0324  8.5490e-02    15.73
 683.0365  8.4915e-02    15.63
 683.0405  8.1510e-02    15.00
 683.0446  7.6371e-02    14.06
 683.0487  7.7622e-02    14.29
 683.0527  7.7745e-02    14.31
 683.0568  8.4139e-02    15.49
 683.0609  7.8609e-02    14.47
 683.0649  7.5630e-02    13.92
 683.0690  7.7086e-02    14.19
 683.0731  8.0848e-02    14.88
 683.0771  8.6906e-02    16.00
 683.0812  8.6718e-02    15.96
