 obs_wave   obs_eint  obs_pint
 500.1150  1.2109e-01    16.32
 500.1180  1.0983e-01    14.80
 500.1209  1.0984e-01    14.80
 500.1239  1.0714e-01    14.44
 500.1268  1.0339e-01    13.93
 500.1298  9.8829e-02    13.32
 500.1327  9.8652e-02    13.30
 500.1357  1.0556e-01    14.23
 500.1386  1.3212e-01    17.81
 500.1416  1.3162e-01    17.74
 500.1445  1.2803e-01    17.25
 500.1475  1.2054e-01    16.25
 500.1504  1.3071e-01    17.62
 500.1533  1.1798e-01    15.90
 500.1563  1.0410e-01    14.03
 500.1592  1.0868e-01    14.65
 500.1622  1.1957e-01    16.12
 500.1651  1.2398e-01    16.71
 500.1681  1.1992e-01    16.16
 500.1710  1.1569e-01    15.59
 500.1740  1.0898e-01    14.69
 500.1769  9.7361e-02    13.12
 500.1799  1.2295e-01    16.57
 500.1828  1.2190e-01    16.43
 500.1858  1.2059e-01    16.25
 500.1887  1.2498e-01    16.85
 500.1917  1.2844e-01    17.31
 500.1946  1.3068e-01    17.61
 500.1976  1.3542e-01    18.25
 500.2005  1.0258e-01    13.83
 500.2035  1.0074e-01    13.58
 500.2064  1.0706e-01    14.43
 500.2094  9.7474e-02    13.14
 500.2123  1.0670e-01    14.38
 500.2153  1.1219e-01    15.12
 500.2182  1.0693e-01    14.41
 500.2212  9.9062e-02    13.35
 500.2241  9.9594e-02    13.42
 500.2271  1.0758e-01    14.50
 500.2300  1.1631e-01    15.68
 500.2330  1.0844e-01    14.62
 500.2359  9.7437e-02    13.13
 500.2389  9.6227e-02    12.97
 500.2418  1.0275e-01    13.85
 500.2448  1.0981e-01    14.80
 500.2477  1.1785e-01    15.89
 500.2507  1.1813e-01    15.92
 500.2536  1.1034e-01    14.87
 500.2566  1.0133e-01    13.66
 500.2595  1.3890e-01    18.72
 500.2625  1.1560e-01    15.58
 500.2654  1.0035e-01    13.53
 500.2684  1.2857e-01    17.33
 500.2713  1.2088e-01    16.30
 500.2743  1.1122e-01    14.99
 500.2772  9.5162e-02    12.83
 500.2802  1.1476e-01    15.47
 500.2831  1.1170e-01    15.06
 500.2861  1.0537e-01    14.21
 500.2890  1.0022e-01    13.51
 500.2920  1.1030e-01    14.87
 500.2949  1.1383e-01    15.35
 500.2978  1.0016e-01    13.50
 500.3008  1.1769e-01    15.87
 500.3037  1.1757e-01    15.85
 500.3067  1.1056e-01    14.90
 500.3096  1.0556e-01    14.23
 500.3126  1.0481e-01    14.13
 500.3155  1.0516e-01    14.18
 500.3185  1.0493e-01    14.15
 500.3214  9.2894e-02    12.52
 500.3244  9.9784e-02    13.45
 500.3273  1.2665e-01    17.08
 500.3303  1.0739e-01    14.48
 500.3332  1.0470e-01    14.12
 500.3362  1.0735e-01    14.47
 500.3391  1.3728e-01    18.51
 500.3421  1.4814e-01    19.97
 500.3450  1.5318e-01    20.65
 500.3480  1.4824e-01    19.99
 500.3509  1.1111e-01    14.98
 500.3539  1.1371e-01    15.33
 500.3568  1.2566e-01    16.94
 500.3598  9.9395e-02    13.40
 500.3627  1.0556e-01    14.23
 500.3657  1.1647e-01    15.70
 500.3686  1.3758e-01    18.55
 500.3716  1.2384e-01    16.70
 500.3745  1.1673e-01    15.74
 500.3775  1.1002e-01    14.83
 500.3804  1.3030e-01    17.57
 500.3834  1.3112e-01    17.68
 500.3863  1.3036e-01    17.58
 500.3893  1.2021e-01    16.21
 500.3922  1.0841e-01    14.62
 500.3952  9.8790e-02    13.32
 500.3981  8.7772e-02    11.84
 500.4011  1.1211e-01    15.12
 500.4040  1.1690e-01    15.76
 500.4070  1.1903e-01    16.05
 500.4099  1.0363e-01    13.97
 500.4129  1.2584e-01    16.97
 500.4158  1.2504e-01    16.86
 500.4188  9.8415e-02    13.27
 500.4217  1.0752e-01    14.50
 500.4247  1.0463e-01    14.11
 500.4276  9.9911e-02    13.47
 500.4306  1.1410e-01    15.39
 500.4335  1.0198e-01    13.75
 500.4365  1.1260e-01    15.18
 500.4394  1.5149e-01    20.43
 500.4424  1.6543e-01    22.31
 500.4453  1.5553e-01    20.97
 500.4482  1.3896e-01    18.74
 500.4512  1.1898e-01    16.05
 500.4541  1.1969e-01    16.14
 500.4571  1.1429e-01    15.41
 500.4600  9.8089e-02    13.23
 500.4630  1.2493e-01    16.85
 500.4659  1.2083e-01    16.30
 500.4689  1.0994e-01    14.83
 500.4718  1.3050e-01    17.60
 500.4748  1.2399e-01    16.72
 500.4777  1.2376e-01    16.69
 500.4807  1.3598e-01    18.34
 500.4836  1.3632e-01    18.38
 500.4866  1.3360e-01    18.02
 500.4895  1.3104e-01    17.67
 500.4925  1.3642e-01    18.40
 500.4954  1.2212e-01    16.47
 500.4984  1.1886e-01    16.03
 500.5013  1.3073e-01    17.63
 500.5043  1.3428e-01    18.11
 500.5072  1.3080e-01    17.64
 500.5102  1.2425e-01    16.76
 500.5131  1.0345e-01    13.95
 500.5161  1.1088e-01    14.95
 500.5190  1.1542e-01    15.57
 500.5220  1.1936e-01    16.10
 500.5249  1.0986e-01    14.82
 500.5279  1.2097e-01    16.32
 500.5308  1.3592e-01    18.33
 500.5338  1.3513e-01    18.23
 500.5367  1.1782e-01    15.89
 500.5397  1.0703e-01    14.44
 500.5426  1.0310e-01    13.91
 500.5456  1.1149e-01    15.04
 500.5485  1.1616e-01    15.67
 500.5515  1.1966e-01    16.14
 500.5544  1.3444e-01    18.13
 500.5574  1.2868e-01    17.36
 500.5603  1.1877e-01    16.02
 500.5633  1.0797e-01    14.56
 500.5662  1.0946e-01    14.77
 500.5692  1.0808e-01    14.58
 500.5721  1.0712e-01    14.45
 500.5751  9.7365e-02    13.13
 500.5780  9.6973e-02    13.08
 500.5810  1.0125e-01    13.66
 500.5839  1.0782e-01    14.54
 500.5869  1.1223e-01    15.14
 500.5898  1.0811e-01    14.58
 500.5928  1.0258e-01    13.84
 500.5957  1.0276e-01    13.86
 500.5986  9.8821e-02    13.33
 500.6016  9.9206e-02    13.38
 500.6045  1.0225e-01    13.79
 500.6075  1.1716e-01    15.81
 500.6104  1.1482e-01    15.49
 500.6134  1.1091e-01    14.96
 500.6163  1.0250e-01    13.83
 500.6193  1.0669e-01    14.39
 500.6222  1.0394e-01    14.02
 500.6252  9.7911e-02    13.21
 500.6281  1.1812e-01    15.93
 500.6311  1.1528e-01    15.55
 500.6340  1.1023e-01    14.87
 500.6370  9.7331e-02    13.13
 500.6399  1.0549e-01    14.23
 500.6429  1.0707e-01    14.44
 500.6458  1.0920e-01    14.73
 500.6488  1.2372e-01    16.69
 500.6517  1.1713e-01    15.80
 500.6547  1.1658e-01    15.73
 500.6576  1.2876e-01    17.37
 500.6606  1.2346e-01    16.66
 500.6635  1.0915e-01    14.73
 500.6665  9.9579e-02    13.43
 500.6694  1.1798e-01    15.92
 500.6724  1.1840e-01    15.97
 500.6753  1.2186e-01    16.44
 500.6783  1.2857e-01    17.35
 500.6812  1.3867e-01    18.71
 500.6842  1.4224e-01    19.19
 500.6871  1.4458e-01    19.51
 500.6901  1.4499e-01    19.56
 500.6930  1.1931e-01    16.10
 500.6960  1.2136e-01    16.37
 500.6989  1.3426e-01    18.11
 500.7019  1.3423e-01    18.11
 500.7048  1.3785e-01    18.60
 500.7078  1.3436e-01    18.13
 500.7107  1.1854e-01    15.99
 500.7137  1.4613e-01    19.72
 500.7166  1.3924e-01    18.79
 500.7196  1.2688e-01    17.12
 500.7225  1.1291e-01    15.24
 500.7255  1.2116e-01    16.35
 500.7284  1.1986e-01    16.17
 500.7314  1.1279e-01    15.22
 500.7343  8.7293e-02    11.78
 500.7373  1.0177e-01    13.73
 500.7402  1.0752e-01    14.51
 500.7431  8.6110e-02    11.62
 500.7461  8.6044e-02    11.61
 500.7490  9.5807e-02    12.93
 500.7520  1.0752e-01    14.51
 500.7549  1.0747e-01    14.50
 500.7579  1.2509e-01    16.88
 500.7608  1.2530e-01    16.91
 500.7638  1.0720e-01    14.47
 500.7667  1.2538e-01    16.92
 500.7697  1.2230e-01    16.50
 500.7726  1.1400e-01    15.38
 500.7756  9.5939e-02    12.95
 500.7785  1.0896e-01    14.70
 500.7815  1.1472e-01    15.48
 500.7844  1.2140e-01    16.38
 500.7874  1.0099e-01    13.63
 500.7903  1.0134e-01    13.68
 500.7933  1.0403e-01    14.04
 500.7962  1.1176e-01    15.08
 500.7992  1.2136e-01    16.38
 500.8021  1.1999e-01    16.19
 500.8051  1.1871e-01    16.02
 500.8080  1.2794e-01    17.27
 500.8110  1.1994e-01    16.19
 500.8139  1.2401e-01    16.74
 500.8169  1.3811e-01    18.64
 500.8198  1.2776e-01    17.24
 500.8228  1.2464e-01    16.82
 500.8257  1.2706e-01    17.15
 500.8287  1.3835e-01    18.67
 500.8316  1.1867e-01    16.02
 500.8346  1.2320e-01    16.63
 500.8375  1.2322e-01    16.63
 500.8405  1.0055e-01    13.57
 500.8434  1.2041e-01    16.25
 500.8464  1.1958e-01    16.14
 500.8493  1.0670e-01    14.40
 500.8523  1.3292e-01    17.94
 500.8552  1.2216e-01    16.49
 500.8582  1.1244e-01    15.17
 500.8611  1.0058e-01    13.58
 500.8641  1.2366e-01    16.69
 500.8670  1.1318e-01    15.28
 500.8700  1.0192e-01    13.76
 500.8729  1.0083e-01    13.61
 500.8759  1.0446e-01    14.10
 500.8788  1.0432e-01    14.08
 500.8818  1.0068e-01    13.59
 500.8847  1.1653e-01    15.73
 500.8876  1.2046e-01    16.26
 500.8906  1.3456e-01    18.16
 500.8935  1.6347e-01    22.06
 500.8965  1.5389e-01    20.77
 500.8994  1.5302e-01    20.65
 500.9024  1.4557e-01    19.65
 500.9053  1.1695e-01    15.79
 500.9083  1.2633e-01    17.05
 500.9112  1.1736e-01    15.84
 500.9142  1.0812e-01    14.59
 500.9171  1.2210e-01    16.48
 500.9201  1.1905e-01    16.07
 500.9230  1.2069e-01    16.29
 500.9260  1.2778e-01    17.25
 500.9289  1.1240e-01    15.17
 500.9319  1.2481e-01    16.85
 500.9348  1.3112e-01    17.70
 500.9378  1.2801e-01    17.28
 500.9407  9.9985e-02    13.50
 500.9437  1.1009e-01    14.86
 500.9466  1.2422e-01    16.77
 500.9496  1.3309e-01    17.97
 500.9525  1.3777e-01    18.60
 500.9555  1.2990e-01    17.53
 500.9584  1.1819e-01    15.95
 500.9614  1.2796e-01    17.27
 500.9643  1.1279e-01    15.23
 500.9673  1.0894e-01    14.71
 500.9702  1.1188e-01    15.10
 500.9732  1.1701e-01    15.80
 500.9761  1.2125e-01    16.37
 500.9791  1.2071e-01    16.30
 500.9820  1.1657e-01    15.74
 500.9850  1.0780e-01    14.55
 500.9879  1.1010e-01    14.86
 500.9909  1.1351e-01    15.32
 500.9938  1.3270e-01    17.91
 500.9968  1.1195e-01    15.11
 500.9997  1.0143e-01    13.69
 501.0027  9.7854e-02    13.21
 501.0056  1.1712e-01    15.81
 501.0086  1.0540e-01    14.23
 501.0115  1.0697e-01    14.44
 501.0145  1.1756e-01    15.87
 501.0174  1.2778e-01    17.25
 501.0204  1.4368e-01    19.40
 501.0233  1.4116e-01    19.06
 501.0263  1.0714e-01    14.46
 501.0292  1.2651e-01    17.08
 501.0322  1.2491e-01    16.86
 501.0351  1.1629e-01    15.70
 501.0380  9.7025e-02    13.10
 501.0410  1.1604e-01    15.67
 501.0439  1.2689e-01    17.13
 501.0469  1.3464e-01    18.18
 501.0498  1.4455e-01    19.52
 501.0528  1.3608e-01    18.37
 501.0557  1.2889e-01    17.40
 501.0587  1.2187e-01    16.45
 501.0616  1.1216e-01    15.14
 501.0646  1.1224e-01    15.15
 501.0675  1.1642e-01    15.72
 501.0705  1.2378e-01    16.71
 501.0734  1.0305e-01    13.91
 501.0764  1.0548e-01    14.24
 501.0793  1.0922e-01    14.75
 501.0823  1.1236e-01    15.17
 501.0852  1.1807e-01    15.94
 501.0882  1.1446e-01    15.46
 501.0911  1.1253e-01    15.20
 501.0941  1.1314e-01    15.28
 501.0970  1.0308e-01    13.92
 501.1000  1.0510e-01    14.19
 501.1029  1.0948e-01    14.78
 501.1059  1.1771e-01    15.89
 501.1088  1.2154e-01    16.41
 501.1118  1.2074e-01    16.30
 501.1147  1.1967e-01    16.16
 501.1177  1.4390e-01    19.43
 501.1206  1.3221e-01    17.85
 501.1236  1.2963e-01    17.51
 501.1265  1.2892e-01    17.41
 501.1295  1.3438e-01    18.15
 501.1324  1.0631e-01    14.36
 501.1354  1.0097e-01    13.64
 501.1383  1.1849e-01    16.00
 501.1413  1.1398e-01    15.39
 501.1442  1.1005e-01    14.86
 501.1472  1.0693e-01    14.44
 501.1501  1.0304e-01    13.91
 501.1531  1.1834e-01    15.98
 501.1560  1.1265e-01    15.21
 501.1590  1.1498e-01    15.53
 501.1619  1.3606e-01    18.37
 501.1649  8.8929e-02    12.01
 501.1678  9.1249e-02    12.32
 501.1708  9.7590e-02    13.18
 501.1737  9.7114e-02    13.12
 501.1767  9.7699e-02    13.19
 501.1796  1.1439e-01    15.45
 501.1826  1.2808e-01    17.30
 501.1855  1.0466e-01    14.13
 501.1884  1.0056e-01    13.58
 501.1914  1.1688e-01    15.79
 501.1943  1.3348e-01    18.03
 501.1973  1.0361e-01    13.99
 501.2002  9.8723e-02    13.33
 501.2032  1.0622e-01    14.35
 501.2061  1.1330e-01    15.30
 501.2091  1.0816e-01    14.61
 501.2120  1.0804e-01    14.59
 501.2150  1.0559e-01    14.26
 501.2179  1.0482e-01    14.16
 501.2209  1.1914e-01    16.09
 501.2238  1.1813e-01    15.96
 501.2268  1.1620e-01    15.69
 501.2297  1.0423e-01    14.08
 501.2327  9.3801e-02    12.67
 501.2356  9.6148e-02    12.99
 501.2386  9.9183e-02    13.40
 501.2415  1.0320e-01    13.94
 501.2445  1.1900e-01    16.07
 501.2474  1.1436e-01    15.45
 501.2504  9.7282e-02    13.14
 501.2533  7.0236e-02     9.49
 501.2563  8.6428e-02    11.67
 501.2592  9.1538e-02    12.36
 501.2622  9.9449e-02    13.43
 501.2651  1.1491e-01    15.52
 501.2681  1.2416e-01    16.77
 501.2710  1.0461e-01    14.13
 501.2740  9.0074e-02    12.17
 501.2769  9.4351e-02    12.74
 501.2799  1.1389e-01    15.38
 501.2828  1.1900e-01    16.07
 501.2858  1.2283e-01    16.59
 501.2887  1.2152e-01    16.42
 501.2917  1.2071e-01    16.31
 501.2946  1.2150e-01    16.41
 501.2976  1.1653e-01    15.74
 501.3005  1.0082e-01    13.62
 501.3035  1.1462e-01    15.48
 501.3064  1.1935e-01    16.12
 501.3094  1.2067e-01    16.30
 501.3123  1.0719e-01    14.48
 501.3153  1.2338e-01    16.67
 501.3182  1.2582e-01    17.00
 501.3212  1.1936e-01    16.12
 501.3241  1.0434e-01    14.10
 501.3271  1.1546e-01    15.60
 501.3300  1.1449e-01    15.47
 501.3329  1.0824e-01    14.62
 501.3359  1.0016e-01    13.53
 501.3388  1.0181e-01    13.75
 501.3418  1.0856e-01    14.67
 501.3447  1.1599e-01    15.67
 501.3477  1.0950e-01    14.79
 501.3506  1.0985e-01    14.84
 501.3536  1.0448e-01    14.12
 501.3565  1.0282e-01    13.89
 501.3595  1.0262e-01    13.86
 501.3624  1.2978e-01    17.53
 501.3654  1.2562e-01    16.97
 501.3683  1.1539e-01    15.59
 501.3713  1.0466e-01    14.14
 501.3742  1.0026e-01    13.55
 501.3772  9.5842e-02    12.95
 501.3801  1.0163e-01    13.73
 501.3831  1.2474e-01    16.85
 501.3860  9.1572e-02    12.37
 501.3890  9.2315e-02    12.47
 501.3919  9.9646e-02    13.46
 501.3949  1.1359e-01    15.35
 501.3978  7.5336e-02    10.18
 501.4008  9.4994e-02    12.83
 501.4037  1.0979e-01    14.83
 501.4067  8.8718e-02    11.99
 501.4096  9.2259e-02    12.47
 501.4126  9.2177e-02    12.45
 501.4155  9.0152e-02    12.18
 501.4185  9.1490e-02    12.36
 501.4214  1.1592e-01    15.66
 501.4244  1.0307e-01    13.93
 501.4273  9.4913e-02    12.82
 501.4303  1.0591e-01    14.31
 501.4332  1.0294e-01    13.91
 501.4362  9.7142e-02    13.13
 501.4391  9.1029e-02    12.30
 501.4421  9.1355e-02    12.34
 501.4450  1.0341e-01    13.97
 501.4480  9.0557e-02    12.24
 501.4509  8.6729e-02    11.72
 501.4539  8.9465e-02    12.09
 501.4568  9.5844e-02    12.95
 501.4598  1.0540e-01    14.24
 501.4627  1.0594e-01    14.32
 501.4657  1.0657e-01    14.40
 501.4686  1.0340e-01    13.97
 501.4716  1.0990e-01    14.85
 501.4745  1.1463e-01    15.49
 501.4775  1.1914e-01    16.10
 501.4804  1.2595e-01    17.02
 501.4833  1.1485e-01    15.52
 501.4863  1.0325e-01    13.95
 501.4892  9.0054e-02    12.17
 501.4922  1.0238e-01    13.83
 501.4951  1.0775e-01    14.56
 501.4981  1.0607e-01    14.33
 501.5010  9.8514e-02    13.31
 501.5040  1.2895e-01    17.43
 501.5069  1.0878e-01    14.70
 501.5099  9.6465e-02    13.04
 501.5128  9.2683e-02    12.53
 501.5158  1.0933e-01    14.78
 501.5187  1.0067e-01    13.61
 501.5217  9.8017e-02    13.25
 501.5246  9.8113e-02    13.26
 501.5276  1.0793e-01    14.59
 501.5305  1.1255e-01    15.21
 501.5335  1.0975e-01    14.83
 501.5364  1.1301e-01    15.27
 501.5394  1.2922e-01    17.46
 501.5423  1.1520e-01    15.57
 501.5453  1.3326e-01    18.01
 501.5482  1.4047e-01    18.99
 501.5512  1.2836e-01    17.35
 501.5541  1.4188e-01    19.18
 501.5571  1.3968e-01    18.88
 501.5600  1.3771e-01    18.61
 501.5630  1.4117e-01    19.08
 501.5659  1.4758e-01    19.95
 501.5689  1.3787e-01    18.63
 501.5718  1.3252e-01    17.91
 501.5748  1.3306e-01    17.98
 501.5777  1.0625e-01    14.36
 501.5807  1.0577e-01    14.30
 501.5836  1.0846e-01    14.66
 501.5866  1.1502e-01    15.55
 501.5895  1.1047e-01    14.93
 501.5925  1.1970e-01    16.18
 501.5954  1.2958e-01    17.51
 501.5984  1.2938e-01    17.49
 501.6013  8.9056e-02    12.04
 501.6043  9.7102e-02    13.13
 501.6072  9.3816e-02    12.68
 501.6102  9.1726e-02    12.40
 501.6131  8.9332e-02    12.08
 501.6161  8.4227e-02    11.38
 501.6190  9.6730e-02    13.08
 501.6220  9.9401e-02    13.44
 501.6249  8.4712e-02    11.45
 501.6278  1.1155e-01    15.08
 501.6308  1.0659e-01    14.41
 501.6337  1.0543e-01    14.25
 501.6367  1.0949e-01    14.80
 501.6396  1.0193e-01    13.78
 501.6426  7.9777e-02    10.78
 501.6455  9.0727e-02    12.26
 501.6485  1.1804e-01    15.96
 501.6514  1.0248e-01    13.85
 501.6544  1.2204e-01    16.50
 501.6573  1.3027e-01    17.61
 501.6603  1.3347e-01    18.04
 501.6632  1.3151e-01    17.78
 501.6662  1.2537e-01    16.95
 501.6691  1.3953e-01    18.86
 501.6721  1.4828e-01    20.05
 501.6750  1.4188e-01    19.18
 501.6780  1.2479e-01    16.87
 501.6809  1.1444e-01    15.47
 501.6839  1.0604e-01    14.33
 501.6868  1.0348e-01    13.99
 501.6898  1.1329e-01    15.32
 501.6927  1.0998e-01    14.87
 501.6957  1.1339e-01    15.33
 501.6986  1.1365e-01    15.36
 501.7016  1.0349e-01    13.99
 501.7045  9.8074e-02    13.26
 501.7075  1.1209e-01    15.15
 501.7104  1.2487e-01    16.88
 501.7134  1.2988e-01    17.56
 501.7163  1.4472e-01    19.57
 501.7193  1.3008e-01    17.59
 501.7222  1.2244e-01    16.55
 501.7252  1.3145e-01    17.77
 501.7281  1.0383e-01    14.04
 501.7311  1.0085e-01    13.63
 501.7340  1.1832e-01    16.00
 501.7370  1.4034e-01    18.97
 501.7399  9.4851e-02    12.82
 501.7429  8.6651e-02    11.72
 501.7458  9.1233e-02    12.34
 501.7488  9.5287e-02    12.88
 501.7517  9.2351e-02    12.49
 501.7547  8.9340e-02    12.08
 501.7576  8.9445e-02    12.09
 501.7606  9.3488e-02    12.64
 501.7635  1.0806e-01    14.61
 501.7665  9.8203e-02    13.28
 501.7694  9.2754e-02    12.54
 501.7724  9.2137e-02    12.46
 501.7753  9.1401e-02    12.36
 501.7782  1.0849e-01    14.67
 501.7812  9.5647e-02    12.93
 501.7841  1.0010e-01    13.53
 501.7871  1.1334e-01    15.33
 501.7900  1.0479e-01    14.17
 501.7930  1.2012e-01    16.24
 501.7959  1.1185e-01    15.12
 501.7989  9.2012e-02    12.44
 501.8018  7.8230e-02    10.58
 501.8048  1.2224e-01    16.53
 501.8077  1.2728e-01    17.21
 501.8107  1.1966e-01    16.18
 501.8136  9.3708e-02    12.67
 501.8166  9.5685e-02    12.94
 501.8195  8.8243e-02    11.93
 501.8225  8.9357e-02    12.08
 501.8254  9.2176e-02    12.46
 501.8284  9.0463e-02    12.23
 501.8313  6.8829e-02     9.31
 501.8343  7.6591e-02    10.36
 501.8372  7.4766e-02    10.11
 501.8402  6.8180e-02     9.22
 501.8431  8.7524e-02    11.84
 501.8461  7.9751e-02    10.78
 501.8490  9.0885e-02    12.29
 501.8520  1.0485e-01    14.18
 501.8549  8.6863e-02    11.75
 501.8579  7.2822e-02     9.85
 501.8608  8.4071e-02    11.37
 501.8638  8.8651e-02    11.99
 501.8667  9.1817e-02    12.42
 501.8697  1.0563e-01    14.28
 501.8726  9.6963e-02    13.11
 501.8756  1.0665e-01    14.42
 501.8785  1.2332e-01    16.68
 501.8815  1.0110e-01    13.67
 501.8844  9.0538e-02    12.24
 501.8874  8.3184e-02    11.25
 501.8903  9.0070e-02    12.18
 501.8933  1.1588e-01    15.67
 501.8962  1.0991e-01    14.86
 501.8992  1.1006e-01    14.89
 501.9021  1.0918e-01    14.77
 501.9051  1.0528e-01    14.24
 501.9080  9.5523e-02    12.92
 501.9110  1.1169e-01    15.11
 501.9139  1.1151e-01    15.08
 501.9169  1.0915e-01    14.76
 501.9198  1.1840e-01    16.01
 501.9227  1.0044e-01    13.58
 501.9257  1.3337e-01    18.04
 501.9286  1.4746e-01    19.94
 501.9316  1.3552e-01    18.33
 501.9345  1.2729e-01    17.22
 501.9375  1.3182e-01    17.83
 501.9404  1.1778e-01    15.93
 501.9434  1.1388e-01    15.40
 501.9463  1.2738e-01    17.23
 501.9493  1.1039e-01    14.93
 501.9522  1.0092e-01    13.65
 501.9552  1.0285e-01    13.91
 501.9581  1.1138e-01    15.07
 501.9611  1.2555e-01    16.98
 501.9640  1.2552e-01    16.98
 501.9670  1.1570e-01    15.65
 501.9699  1.0400e-01    14.07
 501.9729  8.4060e-02    11.37
 501.9758  1.1792e-01    15.95
 501.9788  1.1652e-01    15.76
 501.9817  1.1966e-01    16.19
 501.9847  1.1495e-01    15.55
 501.9876  1.0817e-01    14.63
 501.9906  1.1295e-01    15.28
 501.9935  1.0405e-01    14.08
 501.9965  9.9197e-02    13.42
 501.9994  1.0489e-01    14.19
 502.0024  1.2057e-01    16.31
 502.0053  1.1639e-01    15.74
 502.0083  1.2356e-01    16.71
 502.0112  1.2887e-01    17.43
 502.0142  1.0999e-01    14.88
 502.0171  9.9955e-02    13.52
 502.0201  1.0663e-01    14.43
 502.0230  1.1415e-01    15.44
 502.0260  9.9657e-02    13.48
 502.0289  1.0296e-01    13.93
 502.0319  1.0128e-01    13.70
 502.0348  8.6684e-02    11.73
 502.0378  7.5395e-02    10.20
 502.0407  1.1666e-01    15.78
 502.0437  1.1431e-01    15.46
 502.0466  1.1346e-01    15.35
 502.0496  1.2823e-01    17.35
 502.0525  1.3711e-01    18.55
 502.0555  1.0687e-01    14.46
 502.0584  9.0381e-02    12.23
 502.0614  9.5547e-02    12.93
 502.0643  1.0620e-01    14.37
 502.0672  1.0262e-01    13.88
 502.0702  1.0850e-01    14.68
 502.0731  1.0106e-01    13.67
 502.0761  9.2094e-02    12.46
 502.0790  8.6181e-02    11.66
 502.0820  1.0576e-01    14.31
 502.0849  1.2692e-01    17.17
 502.0879  1.1169e-01    15.11
 502.0908  1.0157e-01    13.74
 502.0938  9.6997e-02    13.12
 502.0967  9.0385e-02    12.23
 502.0997  1.0640e-01    14.40
 502.1026  1.0743e-01    14.54
 502.1056  1.0355e-01    14.01
 502.1085  8.7600e-02    11.85
 502.1115  9.6215e-02    13.02
 502.1144  1.2077e-01    16.34
 502.1174  1.3103e-01    17.73
 502.1203  1.1314e-01    15.31
 502.1233  1.1359e-01    15.37
 502.1262  1.0366e-01    14.03
 502.1292  1.1256e-01    15.23
 502.1321  1.2208e-01    16.52
 502.1351  1.2663e-01    17.13
 502.1380  1.0398e-01    14.07
 502.1410  1.0079e-01    13.64
 502.1439  1.0349e-01    14.00
 502.1469  1.0008e-01    13.54
 502.1498  8.7151e-02    11.79
 502.1528  9.2399e-02    12.50
 502.1557  9.8936e-02    13.39
 502.1587  1.0267e-01    13.89
 502.1616  9.9625e-02    13.48
 502.1646  1.0148e-01    13.73
 502.1675  9.2616e-02    12.53
 502.1705  8.9773e-02    12.15
 502.1734  9.0618e-02    12.26
 502.1764  9.8667e-02    13.35
 502.1793  1.1371e-01    15.39
 502.1823  9.5833e-02    12.97
 502.1852  9.0171e-02    12.20
 502.1882  9.3102e-02    12.60
 502.1911  1.0453e-01    14.15
 502.1941  9.5352e-02    12.90
 502.1970  1.1896e-01    16.10
 502.2000  1.0294e-01    13.93
 502.2029  9.7499e-02    13.19
 502.2059  1.0316e-01    13.96
 502.2088  1.1551e-01    15.63
 502.2118  1.2540e-01    16.97
 502.2147  1.0880e-01    14.72
 502.2176  8.9544e-02    12.12
 502.2206  7.9421e-02    10.75
 502.2235  7.9447e-02    10.75
 502.2265  8.4938e-02    11.50
 502.2294  9.5190e-02    12.88
 502.2324  9.6598e-02    13.07
 502.2353  9.1073e-02    12.33
 502.2383  9.9228e-02    13.43
 502.2412  9.0272e-02    12.22
 502.2442  9.0845e-02    12.29
 502.2471  1.1509e-01    15.58
 502.2501  1.2039e-01    16.29
 502.2530  1.3173e-01    17.83
 502.2560  9.8595e-02    13.34
 502.2589  9.8496e-02    13.33
 502.2619  1.1615e-01    15.72
 502.2648  1.1657e-01    15.78
 502.2678  8.9981e-02    12.18
 502.2707  9.3000e-02    12.59
 502.2737  9.5324e-02    12.90
 502.2766  8.6106e-02    11.65
 502.2796  1.2588e-01    17.04
 502.2825  1.0562e-01    14.30
 502.2855  7.6940e-02    10.41
 502.2884  9.7898e-02    13.25
 502.2914  1.0804e-01    14.62
 502.2943  9.3346e-02    12.63
 502.2973  1.1366e-01    15.38
 502.3002  1.1531e-01    15.61
 502.3032  8.9206e-02    12.07
 502.3061  1.0160e-01    13.75
 502.3091  1.0867e-01    14.71
 502.3120  8.9233e-02    12.08
 502.3150  8.4303e-02    11.41
 502.3179  9.0975e-02    12.31
 502.3209  1.2937e-01    17.51
 502.3238  1.1542e-01    15.62
 502.3268  1.0395e-01    14.07
 502.3297  1.0359e-01    14.02
 502.3327  1.0289e-01    13.93
 502.3356  1.1019e-01    14.92
 502.3386  1.0260e-01    13.89
 502.3415  8.7392e-02    11.83
 502.3445  8.1405e-02    11.02
 502.3474  8.4413e-02    11.43
 502.3504  9.6642e-02    13.08
 502.3533  1.1338e-01    15.35
 502.3563  1.1745e-01    15.90
 502.3592  1.2554e-01    16.99
 502.3621  1.1170e-01    15.12
 502.3651  1.0260e-01    13.89
 502.3680  8.4868e-02    11.49
 502.3710  1.0556e-01    14.29
 502.3739  1.1188e-01    15.15
 502.3769  9.5721e-02    12.96
 502.3798  1.0669e-01    14.44
 502.3828  1.0965e-01    14.84
 502.3857  1.2525e-01    16.96
 502.3887  1.0959e-01    14.84
 502.3916  1.0781e-01    14.60
 502.3946  1.2390e-01    16.77
 502.3975  8.7411e-02    11.83
 502.4005  1.0209e-01    13.82
