 obs_wave   obs_eint  obs_pint
 480.2034  1.2731e-01    16.47
 480.2063  1.1530e-01    14.92
 480.2093  1.1092e-01    14.35
 480.2122  1.4089e-01    18.23
 480.2152  1.2977e-01    16.79
 480.2181  1.2929e-01    16.73
 480.2211  1.3372e-01    17.30
 480.2240  1.0497e-01    13.58
 480.2270  1.1342e-01    14.68
 480.2299  1.1872e-01    15.36
 480.2329  1.1854e-01    15.34
 480.2358  1.2380e-01    16.02
 480.2388  1.2831e-01    16.60
 480.2417  1.3121e-01    16.98
 480.2446  1.1801e-01    15.27
 480.2476  1.3578e-01    17.57
 480.2505  1.3570e-01    17.56
 480.2535  1.0420e-01    13.49
 480.2564  1.1543e-01    14.94
 480.2594  1.1486e-01    14.86
 480.2623  1.0810e-01    13.99
 480.2653  8.9250e-02    11.55
 480.2682  1.2361e-01    16.00
 480.2712  1.3091e-01    16.94
 480.2741  1.1646e-01    15.07
 480.2771  1.0343e-01    13.39
 480.2800  1.1027e-01    14.27
 480.2830  1.1888e-01    15.39
 480.2859  1.3004e-01    16.83
 480.2889  1.2562e-01    16.26
 480.2918  1.2103e-01    15.66
 480.2948  1.1631e-01    15.05
 480.2977  1.0947e-01    14.17
 480.3007  1.2174e-01    15.76
 480.3036  1.3302e-01    17.22
 480.3066  1.4348e-01    18.57
 480.3095  1.1462e-01    14.83
 480.3125  1.2171e-01    15.75
 480.3154  1.3444e-01    17.40
 480.3184  1.2220e-01    15.82
 480.3213  1.3247e-01    17.15
 480.3243  1.3391e-01    17.33
 480.3272  1.2942e-01    16.75
 480.3302  1.1673e-01    15.11
 480.3331  1.2237e-01    15.84
 480.3361  1.2452e-01    16.12
 480.3390  1.0854e-01    14.05
 480.3420  1.1381e-01    14.73
 480.3449  1.2061e-01    15.61
 480.3479  1.2857e-01    16.64
 480.3508  1.2797e-01    16.56
 480.3538  1.2365e-01    16.00
 480.3567  1.2296e-01    15.92
 480.3597  1.2754e-01    16.51
 480.3626  1.0967e-01    14.20
 480.3656  1.3193e-01    17.08
 480.3685  1.5328e-01    19.84
 480.3715  1.4041e-01    18.18
 480.3744  1.2980e-01    16.80
 480.3774  1.3159e-01    17.03
 480.3803  1.4031e-01    18.16
 480.3833  1.4076e-01    18.22
 480.3862  1.2318e-01    15.95
 480.3892  1.1999e-01    15.53
 480.3921  1.4029e-01    18.16
 480.3950  1.2827e-01    16.60
 480.3980  1.2648e-01    16.37
 480.4009  1.2438e-01    16.10
 480.4039  1.1284e-01    14.61
 480.4068  1.2748e-01    16.50
 480.4098  1.3040e-01    16.88
 480.4127  1.2575e-01    16.28
 480.4157  1.3287e-01    17.20
 480.4186  1.4929e-01    19.33
 480.4216  1.5133e-01    19.59
 480.4245  1.2577e-01    16.28
 480.4275  1.1487e-01    14.87
 480.4304  1.2167e-01    15.75
 480.4334  1.3724e-01    17.77
 480.4363  1.8574e-01    24.05
 480.4393  1.7142e-01    22.19
 480.4422  1.5138e-01    19.60
 480.4452  1.2527e-01    16.22
 480.4481  1.3847e-01    17.93
 480.4511  1.4237e-01    18.43
 480.4540  1.3981e-01    18.10
 480.4570  1.1836e-01    15.32
 480.4599  1.3518e-01    17.50
 480.4629  1.2502e-01    16.19
 480.4658  1.1271e-01    14.59
 480.4688  1.1821e-01    15.31
 480.4717  1.1832e-01    15.32
 480.4747  1.2805e-01    16.58
 480.4776  1.4444e-01    18.70
 480.4806  1.3073e-01    16.93
 480.4835  1.1784e-01    15.26
 480.4865  1.1817e-01    15.30
 480.4894  1.3723e-01    17.77
 480.4924  1.2494e-01    16.18
 480.4953  1.0674e-01    13.82
 480.4983  9.5557e-02    12.37
 480.5012  1.2404e-01    16.06
 480.5042  1.2351e-01    15.99
 480.5071  1.2031e-01    15.58
 480.5101  1.1602e-01    15.02
 480.5130  1.0359e-01    13.41
 480.5160  1.1227e-01    14.54
 480.5189  1.1590e-01    15.01
 480.5219  1.1649e-01    15.08
 480.5248  1.3462e-01    17.43
 480.5278  1.2853e-01    16.64
 480.5307  1.1852e-01    15.35
 480.5337  1.0308e-01    13.35
 480.5366  1.2023e-01    15.57
 480.5395  1.2252e-01    15.86
 480.5425  1.2229e-01    15.84
 480.5454  1.1607e-01    15.03
 480.5484  1.2104e-01    15.67
 480.5513  1.2286e-01    15.91
 480.5543  1.2234e-01    15.84
 480.5572  1.0285e-01    13.32
 480.5602  1.2343e-01    15.98
 480.5631  1.2895e-01    16.70
 480.5661  1.0981e-01    14.22
 480.5690  1.1558e-01    14.97
 480.5720  1.2286e-01    15.91
 480.5749  1.3152e-01    17.03
 480.5779  1.4211e-01    18.40
 480.5808  1.3610e-01    17.62
 480.5838  1.3817e-01    17.89
 480.5867  1.4201e-01    18.39
 480.5897  1.4144e-01    18.32
 480.5926  1.3138e-01    17.01
 480.5956  1.3072e-01    16.93
 480.5985  1.3478e-01    17.45
 480.6015  1.1506e-01    14.90
 480.6044  1.2707e-01    16.46
 480.6074  1.3306e-01    17.23
 480.6103  1.2766e-01    16.53
 480.6133  1.2728e-01    16.48
 480.6162  1.2362e-01    16.01
 480.6192  1.2379e-01    16.03
 480.6221  1.3391e-01    17.34
 480.6251  1.3906e-01    18.01
 480.6280  1.3974e-01    18.10
 480.6310  1.4061e-01    18.21
 480.6339  1.4696e-01    19.03
 480.6369  1.5633e-01    20.25
 480.6398  1.4661e-01    18.99
 480.6428  1.2608e-01    16.33
 480.6457  1.0763e-01    13.94
 480.6487  1.0348e-01    13.40
 480.6516  1.0372e-01    13.43
 480.6546  1.0792e-01    13.98
 480.6575  1.2024e-01    15.57
 480.6605  1.2907e-01    16.72
 480.6634  1.3422e-01    17.38
 480.6664  1.3960e-01    18.08
 480.6693  1.2844e-01    16.64
 480.6723  1.2313e-01    15.95
 480.6752  1.2032e-01    15.59
 480.6782  1.2044e-01    15.60
 480.6811  1.2524e-01    16.22
 480.6841  1.2610e-01    16.33
 480.6870  1.2590e-01    16.31
 480.6899  1.1967e-01    15.50
 480.6929  1.0926e-01    14.15
 480.6958  1.0739e-01    13.91
 480.6988  1.0787e-01    13.97
 480.7017  1.3895e-01    18.00
 480.7047  1.3452e-01    17.42
 480.7076  1.3043e-01    16.89
 480.7106  1.2588e-01    16.31
 480.7135  1.1224e-01    14.54
 480.7165  1.0447e-01    13.53
 480.7194  1.0551e-01    13.67
 480.7224  1.1862e-01    15.37
 480.7253  1.1822e-01    15.31
 480.7283  1.2243e-01    15.86
 480.7312  1.2464e-01    16.15
 480.7342  1.2521e-01    16.22
 480.7371  1.0876e-01    14.09
 480.7401  1.0906e-01    14.13
 480.7430  1.1515e-01    14.92
 480.7460  1.2483e-01    16.17
 480.7489  1.3473e-01    17.45
 480.7519  1.2340e-01    15.99
 480.7548  1.0584e-01    13.71
 480.7578  1.1181e-01    14.48
 480.7607  1.2262e-01    15.89
 480.7637  1.3509e-01    17.50
 480.7666  1.4841e-01    19.23
 480.7696  1.1912e-01    15.43
 480.7725  1.1485e-01    14.88
 480.7755  1.0762e-01    13.94
 480.7784  9.9609e-02    12.90
 480.7814  9.9468e-02    12.89
 480.7843  1.1627e-01    15.06
 480.7873  1.3011e-01    16.86
 480.7902  1.3922e-01    18.04
 480.7932  1.3252e-01    17.17
 480.7961  1.4017e-01    18.16
 480.7991  1.3256e-01    17.18
 480.8020  9.9278e-02    12.86
 480.8050  1.1061e-01    14.33
 480.8079  1.3145e-01    17.03
 480.8109  1.4119e-01    18.29
 480.8138  1.3167e-01    17.06
 480.8168  1.2644e-01    16.38
 480.8197  1.2218e-01    15.83
 480.8227  1.2054e-01    15.62
 480.8256  1.2463e-01    16.15
 480.8286  1.0797e-01    13.99
 480.8315  1.1504e-01    14.91
 480.8344  1.2206e-01    15.82
 480.8374  1.0519e-01    13.63
 480.8403  1.2594e-01    16.32
 480.8433  1.3033e-01    16.89
 480.8462  1.2996e-01    16.84
 480.8492  1.2422e-01    16.10
 480.8521  1.1382e-01    14.75
 480.8551  1.0559e-01    13.68
 480.8580  9.8977e-02    12.83
 480.8610  1.0414e-01    13.49
 480.8639  1.1434e-01    14.82
 480.8669  1.1188e-01    14.50
 480.8698  1.0644e-01    13.79
 480.8728  1.1753e-01    15.23
 480.8757  1.1246e-01    14.57
 480.8787  1.1089e-01    14.37
 480.8816  1.1218e-01    14.54
 480.8846  1.1761e-01    15.24
 480.8875  1.3128e-01    17.01
 480.8905  1.3131e-01    17.02
 480.8934  1.2254e-01    15.88
 480.8964  1.1703e-01    15.17
 480.8993  1.2607e-01    16.34
 480.9023  1.2018e-01    15.57
 480.9052  1.0317e-01    13.37
 480.9082  1.0438e-01    13.53
 480.9111  1.1805e-01    15.30
 480.9141  1.1934e-01    15.47
 480.9170  1.1080e-01    14.36
 480.9200  1.1710e-01    15.17
 480.9229  1.1294e-01    14.64
 480.9259  1.1912e-01    15.44
 480.9288  1.3710e-01    17.77
 480.9318  1.1096e-01    14.38
 480.9347  1.2338e-01    15.99
 480.9377  1.2787e-01    16.57
 480.9406  1.2366e-01    16.03
 480.9436  1.2383e-01    16.05
 480.9465  1.3149e-01    17.04
 480.9495  1.3450e-01    17.43
 480.9524  1.2991e-01    16.84
 480.9554  1.2600e-01    16.33
 480.9583  1.2442e-01    16.13
 480.9613  1.2860e-01    16.67
 480.9642  1.4243e-01    18.46
 480.9672  1.3082e-01    16.95
 480.9701  1.2078e-01    15.65
 480.9731  1.1006e-01    14.26
 480.9760  9.4480e-02    12.25
 480.9790  1.2865e-01    16.67
 480.9819  1.4150e-01    18.34
 480.9848  1.4228e-01    18.44
 480.9878  1.2592e-01    16.32
 480.9907  1.2287e-01    15.93
 480.9937  1.3036e-01    16.90
 480.9966  1.2963e-01    16.80
 480.9996  1.1755e-01    15.24
 481.0025  1.2661e-01    16.41
 481.0055  1.4436e-01    18.71
 481.0084  1.5119e-01    19.60
 481.0114  1.4206e-01    18.41
 481.0143  1.2913e-01    16.74
 481.0173  1.0810e-01    14.01
 481.0202  9.9706e-02    12.92
 481.0232  1.0386e-01    13.46
 481.0261  1.0425e-01    13.51
 481.0291  1.3756e-01    17.83
 481.0320  1.5047e-01    19.50
 481.0350  1.4097e-01    18.27
 481.0379  1.0142e-01    13.15
 481.0409  1.1582e-01    15.01
 481.0438  1.2146e-01    15.74
 481.0468  1.1964e-01    15.51
 481.0497  1.2276e-01    15.91
 481.0527  1.2677e-01    16.43
 481.0556  1.2000e-01    15.56
 481.0586  1.0302e-01    13.35
 481.0615  1.0914e-01    14.15
 481.0645  1.0489e-01    13.60
 481.0674  1.1240e-01    14.57
 481.0704  1.2780e-01    16.57
 481.0733  1.0903e-01    14.13
 481.0763  1.1338e-01    14.70
 481.0792  1.1338e-01    14.70
 481.0822  1.0939e-01    14.18
 481.0851  9.6556e-02    12.52
 481.0881  1.3858e-01    17.97
 481.0910  1.4265e-01    18.49
 481.0940  1.3032e-01    16.89
 481.0969  1.5932e-01    20.65
 481.0999  1.6497e-01    21.39
 481.1028  1.3491e-01    17.49
 481.1058  1.0291e-01    13.34
 481.1087  1.4058e-01    18.23
 481.1117  1.0016e-01    12.99
 481.1146  1.1151e-01    14.46
 481.1176  1.3239e-01    17.16
 481.1205  1.1881e-01    15.40
 481.1235  1.2049e-01    15.62
 481.1264  1.1560e-01    14.99
 481.1293  1.1115e-01    14.41
 481.1323  1.2187e-01    15.80
 481.1352  1.3276e-01    17.21
 481.1382  1.2107e-01    15.70
 481.1411  1.1155e-01    14.46
 481.1441  1.1725e-01    15.20
 481.1470  1.2135e-01    15.73
 481.1500  1.2541e-01    16.26
 481.1529  1.3021e-01    16.88
 481.1559  1.3292e-01    17.23
 481.1588  1.2872e-01    16.69
 481.1618  1.2410e-01    16.09
 481.1647  1.2051e-01    15.63
 481.1677  1.1640e-01    15.09
 481.1706  1.1499e-01    14.91
 481.1736  1.3673e-01    17.73
 481.1765  1.3815e-01    17.91
 481.1795  1.2214e-01    15.84
 481.1824  1.3415e-01    17.39
 481.1854  1.2159e-01    15.77
 481.1883  1.2236e-01    15.87
 481.1913  1.2853e-01    16.67
 481.1942  9.6075e-02    12.46
 481.1972  1.0161e-01    13.18
 481.2001  1.1157e-01    14.47
 481.2031  1.2096e-01    15.69
 481.2060  1.1528e-01    14.95
 481.2090  1.2106e-01    15.70
 481.2119  1.2272e-01    15.91
 481.2149  1.2011e-01    15.57
 481.2178  1.0969e-01    14.22
 481.2208  9.8410e-02    12.76
 481.2237  1.0744e-01    13.93
 481.2267  1.1428e-01    14.82
 481.2296  1.1037e-01    14.31
 481.2326  1.1046e-01    14.32
 481.2355  1.2224e-01    15.85
 481.2385  1.3328e-01    17.28
 481.2414  1.4166e-01    18.37
 481.2444  1.8610e-01    24.13
 481.2473  1.6799e-01    21.79
 481.2503  1.5867e-01    20.58
 481.2532  1.5451e-01    20.04
 481.2562  1.3937e-01    18.07
 481.2591  1.2717e-01    16.49
 481.2621  1.1742e-01    15.23
 481.2650  1.1071e-01    14.36
 481.2680  1.1584e-01    15.02
 481.2709  1.2634e-01    16.38
 481.2739  1.2108e-01    15.70
 481.2768  1.2051e-01    15.63
 481.2797  1.4925e-01    19.36
 481.2827  1.5408e-01    19.98
 481.2856  1.4783e-01    19.17
 481.2886  1.4217e-01    18.44
 481.2915  1.4456e-01    18.75
 481.2945  1.2357e-01    16.03
 481.2974  1.2635e-01    16.39
 481.3004  1.2138e-01    15.74
 481.3033  1.0710e-01    13.89
 481.3063  1.4181e-01    18.39
 481.3092  1.2818e-01    16.62
 481.3122  1.1407e-01    14.80
 481.3151  1.0388e-01    13.47
 481.3181  1.0707e-01    13.89
 481.3210  9.4609e-02    12.27
 481.3240  9.7224e-02    12.61
 481.3269  1.0756e-01    13.95
 481.3299  1.2423e-01    16.11
 481.3328  9.5515e-02    12.39
 481.3358  1.1261e-01    14.61
 481.3387  1.2405e-01    16.09
 481.3417  1.1035e-01    14.31
 481.3446  1.2266e-01    15.91
 481.3476  1.1725e-01    15.21
 481.3505  1.1728e-01    15.21
 481.3535  1.2488e-01    16.20
 481.3564  1.3048e-01    16.93
 481.3594  1.0957e-01    14.21
 481.3623  8.7471e-02    11.35
 481.3653  7.4142e-02     9.62
 481.3682  1.1210e-01    14.54
 481.3712  1.0590e-01    13.74
 481.3741  1.0828e-01    14.05
 481.3771  1.1224e-01    14.56
 481.3800  1.1730e-01    15.22
 481.3830  1.1089e-01    14.38
 481.3859  1.1981e-01    15.54
 481.3889  1.3508e-01    17.52
 481.3918  1.5642e-01    20.29
 481.3948  1.3725e-01    17.80
 481.3977  1.4757e-01    19.14
 481.4007  1.3761e-01    17.85
 481.4036  1.1877e-01    15.41
 481.4066  1.1773e-01    15.27
 481.4095  1.1072e-01    14.36
 481.4125  1.0336e-01    13.41
 481.4154  1.0566e-01    13.71
 481.4184  1.2970e-01    16.83
 481.4213  1.3029e-01    16.90
 481.4242  1.3191e-01    17.11
 481.4272  1.2938e-01    16.78
 481.4301  1.2901e-01    16.74
 481.4331  1.2385e-01    16.07
 481.4360  1.3833e-01    17.95
 481.4390  1.4081e-01    18.27
 481.4419  1.3421e-01    17.41
 481.4449  1.2400e-01    16.09
 481.4478  1.2477e-01    16.19
 481.4508  1.3019e-01    16.89
 481.4537  1.3077e-01    16.97
 481.4567  1.1813e-01    15.33
 481.4596  1.3699e-01    17.77
 481.4626  1.2958e-01    16.81
 481.4655  1.2496e-01    16.21
 481.4685  1.2699e-01    16.48
 481.4714  1.3884e-01    18.01
 481.4744  1.1850e-01    15.38
 481.4773  1.3060e-01    16.94
 481.4803  1.4569e-01    18.90
 481.4832  1.2974e-01    16.83
 481.4862  1.4782e-01    19.18
 481.4891  1.3199e-01    17.13
 481.4921  1.1975e-01    15.54
 481.4950  1.1921e-01    15.47
 481.4980  1.0603e-01    13.76
 481.5009  1.0572e-01    13.72
 481.5039  1.1078e-01    14.37
 481.5068  1.2048e-01    15.63
 481.5098  1.3638e-01    17.70
 481.5127  1.4258e-01    18.50
 481.5157  1.4623e-01    18.97
 481.5186  1.4486e-01    18.80
 481.5216  1.3871e-01    18.00
 481.5245  1.3086e-01    16.98
 481.5275  1.2993e-01    16.86
 481.5304  1.2978e-01    16.84
 481.5334  1.2949e-01    16.80
 481.5363  1.1290e-01    14.65
 481.5393  1.3519e-01    17.54
 481.5422  1.2190e-01    15.82
 481.5452  1.1065e-01    14.36
 481.5481  1.3173e-01    17.09
 481.5511  1.5119e-01    19.62
 481.5540  1.2391e-01    16.08
 481.5570  1.1439e-01    14.84
 481.5599  1.2778e-01    16.58
 481.5629  1.3399e-01    17.39
 481.5658  1.3154e-01    17.07
 481.5688  1.5076e-01    19.56
 481.5717  1.6768e-01    21.76
 481.5746  1.5136e-01    19.64
 481.5776  1.3869e-01    18.00
 481.5805  1.4244e-01    18.48
 481.5835  1.4065e-01    18.25
 481.5864  1.3209e-01    17.14
 481.5894  1.2203e-01    15.84
 481.5923  1.3228e-01    17.17
 481.5953  1.3129e-01    17.04
 481.5982  1.3100e-01    17.00
 481.6012  1.4127e-01    18.33
 481.6041  1.2130e-01    15.74
 481.6071  1.1689e-01    15.17
 481.6100  1.1845e-01    15.37
 481.6130  1.2075e-01    15.67
 481.6159  1.5151e-01    19.66
 481.6189  1.6787e-01    21.79
 481.6218  1.6169e-01    20.98
 481.6248  1.4268e-01    18.52
 481.6277  1.2059e-01    15.65
 481.6307  1.0115e-01    13.13
 481.6336  1.1299e-01    14.66
 481.6366  1.2226e-01    15.87
 481.6395  1.2392e-01    16.08
 481.6425  1.2452e-01    16.16
 481.6454  1.2603e-01    16.36
 481.6484  1.5308e-01    19.87
 481.6513  1.6180e-01    21.00
 481.6543  1.2279e-01    15.94
 481.6572  1.2118e-01    15.73
 481.6602  1.2896e-01    16.74
 481.6631  1.4154e-01    18.37
 481.6661  1.5044e-01    19.53
 481.6690  1.3821e-01    17.94
 481.6720  1.2281e-01    15.94
 481.6749  1.2803e-01    16.62
 481.6779  1.3358e-01    17.34
 481.6808  1.3297e-01    17.26
 481.6838  1.2105e-01    15.71
 481.6867  1.2314e-01    15.98
 481.6897  1.2682e-01    16.46
 481.6926  1.3648e-01    17.72
 481.6956  1.5848e-01    20.57
 481.6985  1.9374e-01    25.15
 481.7015  1.4469e-01    18.78
 481.7044  1.3175e-01    17.10
 481.7074  1.5464e-01    20.07
 481.7103  1.8015e-01    23.38
 481.7133  1.7762e-01    23.06
 481.7162  1.9578e-01    25.41
 481.7191  2.0111e-01    26.11
 481.7221  1.6331e-01    21.20
 481.7250  1.2272e-01    15.93
 481.7280  1.3005e-01    16.88
 481.7309  1.2981e-01    16.85
 481.7339  1.3043e-01    16.93
 481.7368  1.3539e-01    17.58
 481.7398  1.2153e-01    15.78
 481.7427  1.1168e-01    14.50
 481.7457  1.1672e-01    15.15
 481.7486  1.2826e-01    16.65
 481.7516  9.5372e-02    12.38
 481.7545  1.0755e-01    13.96
 481.7575  1.1130e-01    14.45
 481.7604  1.1053e-01    14.35
 481.7634  1.1081e-01    14.39
 481.7663  1.2990e-01    16.86
 481.7693  1.3575e-01    17.62
 481.7722  1.4220e-01    18.46
 481.7752  1.3714e-01    17.80
 481.7781  1.0283e-01    13.35
 481.7811  1.4680e-01    19.06
 481.7840  1.4721e-01    19.11
 481.7870  1.3540e-01    17.58
 481.7899  1.2643e-01    16.41
 481.7929  1.2322e-01    16.00
 481.7958  1.3259e-01    17.21
 481.7988  1.4550e-01    18.89
 481.8017  1.3882e-01    18.02
 481.8047  1.1432e-01    14.84
 481.8076  1.7503e-01    22.72
 481.8106  1.6251e-01    21.10
 481.8135  1.5873e-01    20.61
 481.8165  1.5503e-01    20.13
 481.8194  1.4767e-01    19.17
 481.8224  1.0792e-01    14.01
 481.8253  1.0952e-01    14.22
 481.8283  1.2310e-01    15.98
 481.8312  1.2565e-01    16.31
 481.8342  1.0383e-01    13.48
 481.8371  1.0932e-01    14.19
 481.8401  9.5963e-02    12.46
 481.8430  1.0628e-01    13.80
 481.8460  1.3620e-01    17.68
 481.8489  1.3005e-01    16.89
 481.8519  1.3885e-01    18.03
 481.8548  1.3451e-01    17.47
 481.8578  1.2918e-01    16.77
 481.8607  1.2946e-01    16.81
 481.8637  1.3379e-01    17.37
 481.8666  1.1716e-01    15.21
 481.8695  1.1600e-01    15.06
 481.8725  1.2245e-01    15.90
 481.8754  1.2960e-01    16.83
 481.8784  1.0160e-01    13.19
 481.8813  1.1448e-01    14.87
 481.8843  1.2531e-01    16.27
 481.8872  1.5029e-01    19.52
 481.8902  2.0224e-01    26.26
 481.8931  1.6756e-01    21.76
 481.8961  1.9431e-01    25.23
 481.8990  1.8302e-01    23.77
 481.9020  1.4137e-01    18.36
 481.9049  1.3314e-01    17.29
 481.9079  1.3542e-01    17.59
 481.9108  1.3141e-01    17.06
 481.9138  1.2505e-01    16.24
 481.9167  1.2298e-01    15.97
 481.9197  1.0200e-01    13.25
 481.9226  1.0325e-01    13.41
 481.9256  1.1748e-01    15.26
 481.9285  1.1975e-01    15.55
 481.9315  1.1838e-01    15.37
 481.9344  1.3102e-01    17.01
 481.9374  1.1964e-01    15.54
 481.9403  1.1804e-01    15.33
 481.9433  1.2298e-01    15.97
 481.9462  1.1921e-01    15.48
 481.9492  1.3072e-01    16.98
 481.9521  1.3292e-01    17.26
 481.9551  1.2882e-01    16.73
 481.9580  1.2949e-01    16.82
 481.9610  1.3255e-01    17.22
 481.9639  1.2478e-01    16.21
 481.9669  1.2504e-01    16.24
 481.9698  1.2099e-01    15.71
 481.9728  1.0759e-01    13.97
 481.9757  9.6652e-02    12.55
 481.9787  1.1348e-01    14.74
 481.9816  1.1489e-01    14.92
 481.9846  1.1267e-01    14.63
 481.9875  1.0796e-01    14.02
 481.9905  1.1497e-01    14.93
 481.9934  1.3638e-01    17.71
 481.9964  1.3107e-01    17.02
 481.9993  1.3236e-01    17.19
 482.0023  1.3890e-01    18.04
 482.0052  1.6007e-01    20.79
 482.0082  1.1252e-01    14.61
 482.0111  1.2180e-01    15.82
 482.0140  1.1841e-01    15.38
 482.0170  1.1852e-01    15.39
 482.0199  1.3755e-01    17.87
 482.0229  1.3500e-01    17.53
 482.0258  1.3661e-01    17.74
 482.0288  1.1264e-01    14.63
 482.0317  9.9645e-02    12.94
 482.0347  1.1153e-01    14.49
 482.0376  1.2103e-01    15.72
 482.0406  1.2167e-01    15.80
 482.0435  1.1838e-01    15.38
 482.0465  1.2444e-01    16.16
 482.0494  1.4478e-01    18.81
 482.0524  1.6793e-01    21.81
 482.0553  1.6994e-01    22.07
 482.0583  1.6547e-01    21.49
 482.0612  1.6700e-01    21.69
 482.0642  1.6941e-01    22.01
 482.0671  1.5415e-01    20.02
 482.0701  1.6404e-01    21.31
 482.0730  1.4147e-01    18.38
 482.0760  1.2365e-01    16.06
 482.0789  1.2873e-01    16.72
 482.0819  1.1800e-01    15.33
 482.0848  1.3230e-01    17.19
 482.0878  1.4933e-01    19.40
 482.0907  1.4898e-01    19.35
 482.0937  1.3972e-01    18.15
 482.0966  1.2314e-01    16.00
 482.0996  1.1627e-01    15.11
 482.1025  1.2545e-01    16.30
 482.1055  1.3910e-01    18.07
 482.1084  1.6027e-01    20.82
 482.1114  1.5138e-01    19.67
 482.1143  1.1952e-01    15.53
 482.1173  1.0545e-01    13.70
 482.1202  1.0172e-01    13.21
 482.1232  1.1043e-01    14.35
 482.1261  1.2536e-01    16.29
 482.1291  1.3780e-01    17.90
 482.1320  1.2334e-01    16.02
 482.1350  1.2872e-01    16.72
 482.1379  1.4443e-01    18.77
 482.1409  1.5298e-01    19.88
 482.1438  1.8907e-01    24.56
 482.1468  1.9786e-01    25.71
 482.1497  1.8938e-01    24.61
 482.1527  1.7894e-01    23.25
 482.1556  1.9085e-01    24.80
 482.1586  1.6024e-01    20.82
 482.1615  1.4496e-01    18.83
 482.1644  1.3393e-01    17.40
 482.1674  1.1993e-01    15.58
 482.1703  1.0734e-01    13.95
 482.1733  1.3198e-01    17.15
 482.1762  1.3183e-01    17.13
 482.1792  1.2717e-01    16.52
 482.1821  1.1676e-01    15.17
 482.1851  9.6061e-02    12.48
 482.1880  1.4811e-01    19.24
 482.1910  1.1964e-01    15.55
 482.1939  1.3226e-01    17.19
 482.1969  1.3712e-01    17.82
 482.1998  1.3315e-01    17.30
 482.2028  1.0628e-01    13.81
 482.2057  1.1529e-01    14.98
 482.2087  1.2528e-01    16.28
 482.2116  1.2418e-01    16.14
 482.2146  1.1627e-01    15.11
 482.2175  1.1928e-01    15.50
 482.2205  1.2982e-01    16.87
 482.2234  1.3225e-01    17.18
 482.2264  1.2888e-01    16.75
 482.2293  1.3065e-01    16.98
 482.2323  1.2837e-01    16.68
 482.2352  1.2205e-01    15.86
 482.2382  1.2668e-01    16.46
 482.2411  1.2918e-01    16.79
 482.2441  1.3521e-01    17.57
 482.2470  1.3236e-01    17.20
 482.2500  1.3999e-01    18.19
 482.2529  1.4402e-01    18.72
 482.2559  1.3757e-01    17.88
 482.2588  1.2505e-01    16.25
 482.2618  1.2358e-01    16.06
 482.2647  1.1732e-01    15.25
 482.2677  1.0198e-01    13.25
 482.2706  1.0598e-01    13.77
 482.2736  1.0221e-01    13.28
 482.2765  9.7352e-02    12.65
 482.2795  1.0835e-01    14.08
 482.2824  1.2290e-01    15.97
