 obs_wave   obs_eint  obs_pint
 585.6097  1.3144e-01    20.74
 585.6132  1.1939e-01    18.84
 585.6167  9.4006e-02    14.83
 585.6202  6.2084e-02     9.80
 585.6237  7.0537e-02    11.13
 585.6271  8.7052e-02    13.74
 585.6306  1.0258e-01    16.19
 585.6341  8.0165e-02    12.65
 585.6376  1.0242e-01    16.16
 585.6411  1.1943e-01    18.85
 585.6445  8.9317e-02    14.10
 585.6480  7.7935e-02    12.30
 585.6515  7.5125e-02    11.86
 585.6550  1.0722e-01    16.92
 585.6585  1.0459e-01    16.51
 585.6620  9.8907e-02    15.61
 585.6654  8.4516e-02    13.34
 585.6689  9.5619e-02    15.09
 585.6724  9.2824e-02    14.65
 585.6759  8.0166e-02    12.65
 585.6794  8.4485e-02    13.33
 585.6828  8.4583e-02    13.35
 585.6863  8.5644e-02    13.52
 585.6898  9.0232e-02    14.24
 585.6933  8.3618e-02    13.20
 585.6968  7.2690e-02    11.47
 585.7003  1.1743e-01    18.53
 585.7037  1.1248e-01    17.75
 585.7072  1.0220e-01    16.13
 585.7107  8.3713e-02    13.21
 585.7142  7.8346e-02    12.37
 585.7177  7.6435e-02    12.06
 585.7211  1.0295e-01    16.25
 585.7246  7.0422e-02    11.12
 585.7281  5.4680e-02     8.63
 585.7316  8.8148e-02    13.91
 585.7351  9.4557e-02    14.92
 585.7386  9.8980e-02    15.62
 585.7420  1.0156e-01    16.03
 585.7455  9.3386e-02    14.74
 585.7490  8.9024e-02    14.05
 585.7525  8.1815e-02    12.91
 585.7560  9.7188e-02    15.34
 585.7594  1.0617e-01    16.76
 585.7629  1.1798e-01    18.62
 585.7664  7.9688e-02    12.58
 585.7699  7.4944e-02    11.83
 585.7734  7.5383e-02    11.90
 585.7769  8.4355e-02    13.32
 585.7803  8.9528e-02    14.13
 585.7838  9.4153e-02    14.86
 585.7873  9.3875e-02    14.82
 585.7908  9.3421e-02    14.75
 585.7943  9.3022e-02    14.68
 585.7978  9.3511e-02    14.76
 585.8012  9.0816e-02    14.34
 585.8047  8.8108e-02    13.91
 585.8082  8.8123e-02    13.91
 585.8117  7.4384e-02    11.74
 585.8152  8.1266e-02    12.83
 585.8186  1.0947e-01    17.28
 585.8221  1.1647e-01    18.39
 585.8256  1.0602e-01    16.74
 585.8291  8.6149e-02    13.60
 585.8326  8.9526e-02    14.13
 585.8361  1.0279e-01    16.23
 585.8395  1.1660e-01    18.41
 585.8430  1.2446e-01    19.65
 585.8465  1.0380e-01    16.39
 585.8500  9.0460e-02    14.28
 585.8535  1.0599e-01    16.73
 585.8569  1.0852e-01    17.13
 585.8604  1.0798e-01    17.05
 585.8639  1.0097e-01    15.94
 585.8674  1.1688e-01    18.45
 585.8709  1.1796e-01    18.62
 585.8744  1.0522e-01    16.61
 585.8778  1.0902e-01    17.21
 585.8813  1.0799e-01    17.05
 585.8848  1.0520e-01    16.61
 585.8883  1.0080e-01    15.91
 585.8918  9.3053e-02    14.69
 585.8952  8.4316e-02    13.31
 585.8987  1.0508e-01    16.59
 585.9022  1.0214e-01    16.13
 585.9057  1.0082e-01    15.92
 585.9092  1.0022e-01    15.82
 585.9127  7.5742e-02    11.96
 585.9161  6.5342e-02    10.32
 585.9196  8.7429e-02    13.80
 585.9231  9.7284e-02    15.36
 585.9266  1.0180e-01    16.07
 585.9301  1.0871e-01    17.16
 585.9335  1.2313e-01    19.44
 585.9370  1.1126e-01    17.57
 585.9405  8.6609e-02    13.67
 585.9440  1.0299e-01    16.26
 585.9475  1.0546e-01    16.65
 585.9510  1.0724e-01    16.93
 585.9544  1.0356e-01    16.35
 585.9579  1.0105e-01    15.96
 585.9614  1.0184e-01    16.08
 585.9649  1.2433e-01    19.63
 585.9684  1.1344e-01    17.91
 585.9719  1.0481e-01    16.55
 585.9753  9.8530e-02    15.56
 585.9788  1.0467e-01    16.53
 585.9823  1.0424e-01    16.46
 585.9858  9.8481e-02    15.55
 585.9893  9.8501e-02    15.55
 585.9927  1.0464e-01    16.52
 585.9962  1.1088e-01    17.51
 585.9997  1.1062e-01    17.47
 586.0032  1.1567e-01    18.27
 586.0067  1.1881e-01    18.76
 586.0102  1.1094e-01    17.52
 586.0136  1.0270e-01    16.22
 586.0171  1.0010e-01    15.81
 586.0206  1.1080e-01    17.50
 586.0241  1.0792e-01    17.04
 586.0276  1.0447e-01    16.50
 586.0310  1.0166e-01    16.05
 586.0345  1.0868e-01    17.16
 586.0380  1.0123e-01    15.99
 586.0415  8.8592e-02    13.99
 586.0450  1.1338e-01    17.91
 586.0485  1.1161e-01    17.63
 586.0519  1.0916e-01    17.24
 586.0554  1.1316e-01    17.87
 586.0589  1.2376e-01    19.55
 586.0624  1.2353e-01    19.51
 586.0659  9.6171e-02    15.19
 586.0693  1.1161e-01    17.63
 586.0728  1.1315e-01    17.87
 586.0763  1.0426e-01    16.47
 586.0798  1.2145e-01    19.18
 586.0833  1.1052e-01    17.45
 586.0868  9.1145e-02    14.39
 586.0902  1.2733e-01    20.11
 586.0937  1.1818e-01    18.66
 586.0972  1.0814e-01    17.08
 586.1007  1.1238e-01    17.75
 586.1042  1.1199e-01    17.69
 586.1076  1.1642e-01    18.39
 586.1111  1.3273e-01    20.96
 586.1146  1.2344e-01    19.50
 586.1181  1.1763e-01    18.58
 586.1216  1.0898e-01    17.21
 586.1251  1.1192e-01    17.68
 586.1285  1.1505e-01    18.17
 586.1320  1.1793e-01    18.63
 586.1355  1.2237e-01    19.33
 586.1390  1.0993e-01    17.36
 586.1425  9.8635e-02    15.58
 586.1460  7.9767e-02    12.60
 586.1494  9.6518e-02    15.25
 586.1529  1.1002e-01    17.38
 586.1564  1.2537e-01    19.80
 586.1599  9.7928e-02    15.47
 586.1634  9.8046e-02    15.49
 586.1668  1.0821e-01    17.09
 586.1703  1.1194e-01    17.68
 586.1738  1.0983e-01    17.35
 586.1773  1.0967e-01    17.32
 586.1808  1.3670e-01    21.59
 586.1843  1.2663e-01    20.00
 586.1877  1.2296e-01    19.42
 586.1912  1.3653e-01    21.57
 586.1947  1.1750e-01    18.56
 586.1982  1.2038e-01    19.02
 586.2017  1.3968e-01    22.07
 586.2051  1.2128e-01    19.16
 586.2086  1.0628e-01    16.79
 586.2121  9.0403e-02    14.28
 586.2156  1.1045e-01    17.45
 586.2191  1.1027e-01    17.42
 586.2226  1.1045e-01    17.45
 586.2260  1.1071e-01    17.49
 586.2295  1.2001e-01    18.96
 586.2330  1.2354e-01    19.52
 586.2365  1.2725e-01    20.10
 586.2400  1.1711e-01    18.50
 586.2434  1.1621e-01    18.36
 586.2469  1.1904e-01    18.81
 586.2504  1.1052e-01    17.46
 586.2539  1.1048e-01    17.45
 586.2574  1.1155e-01    17.62
 586.2609  1.1867e-01    18.75
 586.2643  1.1303e-01    17.86
 586.2678  1.1160e-01    17.63
 586.2713  1.1462e-01    18.11
 586.2748  1.2464e-01    19.69
 586.2783  1.2275e-01    19.39
 586.2817  1.1515e-01    18.19
 586.2852  1.3033e-01    20.59
 586.2887  1.1843e-01    18.71
 586.2922  1.0628e-01    16.79
 586.2957  1.0193e-01    16.10
 586.2992  1.1744e-01    18.55
 586.3026  1.2269e-01    19.38
 586.3061  1.0934e-01    17.28
 586.3096  1.1229e-01    17.74
 586.3131  1.1805e-01    18.65
 586.3166  1.2563e-01    19.85
 586.3201  1.1752e-01    18.57
 586.3235  1.2505e-01    19.76
 586.3270  1.3115e-01    20.72
 586.3305  1.1632e-01    18.38
 586.3340  1.2425e-01    19.63
 586.3375  1.2925e-01    20.42
 586.3409  1.3232e-01    20.91
 586.3444  1.1305e-01    17.86
 586.3479  1.0376e-01    16.40
 586.3514  9.5939e-02    15.16
 586.3549  1.3026e-01    20.58
 586.3584  1.2643e-01    19.98
 586.3618  1.2035e-01    19.02
 586.3653  1.2071e-01    19.07
 586.3688  1.1842e-01    18.71
 586.3723  1.2117e-01    19.15
 586.3758  1.3713e-01    21.67
 586.3792  1.0700e-01    16.91
 586.3827  1.0213e-01    16.14
 586.3862  1.0472e-01    16.55
 586.3897  1.0466e-01    16.54
 586.3932  1.1771e-01    18.60
 586.3967  1.3080e-01    20.67
 586.4001  1.4449e-01    22.83
 586.4036  1.1636e-01    18.39
 586.4071  1.0715e-01    16.93
 586.4106  1.1245e-01    17.77
 586.4141  1.1578e-01    18.30
 586.4175  1.1819e-01    18.68
 586.4210  1.2006e-01    18.97
 586.4245  1.1610e-01    18.35
 586.4280  1.0635e-01    16.81
 586.4315  1.0366e-01    16.38
 586.4350  1.2758e-01    20.16
 586.4384  1.2777e-01    20.19
 586.4419  1.2583e-01    19.88
 586.4454  1.2342e-01    19.50
 586.4489  1.3046e-01    20.62
 586.4524  1.2757e-01    20.16
 586.4558  1.2283e-01    19.41
 586.4593  1.0395e-01    16.43
 586.4628  9.3837e-02    14.83
 586.4663  9.0725e-02    14.34
 586.4698  1.0391e-01    16.42
 586.4733  1.2395e-01    19.59
 586.4767  1.1864e-01    18.75
 586.4802  1.0381e-01    16.41
 586.4837  1.2314e-01    19.46
 586.4872  1.2168e-01    19.23
 586.4907  1.1727e-01    18.53
 586.4942  1.0320e-01    16.31
 586.4976  1.1734e-01    18.54
 586.5011  1.2207e-01    19.29
 586.5046  1.1877e-01    18.77
 586.5081  1.3625e-01    21.53
 586.5116  1.3156e-01    20.79
 586.5150  1.2321e-01    19.47
 586.5185  1.3481e-01    21.31
 586.5220  1.1954e-01    18.89
 586.5255  1.1412e-01    18.04
 586.5290  1.2995e-01    20.54
 586.5325  1.5829e-01    25.02
 586.5359  2.8139e-01    44.47
 586.5394  4.7024e-01    74.32
 586.5429  8.1665e-01   129.08
 586.5464  8.4217e-01   133.11
 586.5499  8.1480e-01   128.78
 586.5533  5.7478e-01    90.85
 586.5568  2.9921e-01    47.29
 586.5603  1.7592e-01    27.81
 586.5638  1.4037e-01    22.19
 586.5673  1.1559e-01    18.27
 586.5708  1.2916e-01    20.42
 586.5742  1.4616e-01    23.10
 586.5777  1.2836e-01    20.29
 586.5812  1.4129e-01    22.33
 586.5847  1.5306e-01    24.19
 586.5882  1.6766e-01    26.50
 586.5916  3.2420e-01    51.25
 586.5951  4.2908e-01    67.82
 586.5986  5.3050e-01    83.86
 586.6021  5.6204e-01    88.84
 586.6056  4.4377e-01    70.15
 586.6091  3.2163e-01    50.84
 586.6125  1.4539e-01    22.98
 586.6160  1.2671e-01    20.03
 586.6195  1.1669e-01    18.45
 586.6230  1.0937e-01    17.29
 586.6265  1.2432e-01    19.65
 586.6299  1.1680e-01    18.46
 586.6334  1.1036e-01    17.45
 586.6369  1.1378e-01    17.99
 586.6404  1.1671e-01    18.45
 586.6439  1.1315e-01    17.89
 586.6474  1.0218e-01    16.15
 586.6508  1.0536e-01    16.66
 586.6543  1.1609e-01    18.35
 586.6578  1.2672e-01    20.03
 586.6613  1.3771e-01    21.77
 586.6648  1.3231e-01    20.92
 586.6683  1.2987e-01    20.53
 586.6717  1.2974e-01    20.51
 586.6752  1.1919e-01    18.84
 586.6787  1.2301e-01    19.45
 586.6822  1.2915e-01    20.42
 586.6857  1.2195e-01    19.28
 586.6891  1.2200e-01    19.29
 586.6926  1.2278e-01    19.41
 586.6961  1.2592e-01    19.91
 586.6996  1.0955e-01    17.32
 586.7031  1.2133e-01    19.18
 586.7066  1.4210e-01    22.47
 586.7100  1.3790e-01    21.80
 586.7135  1.5020e-01    23.75
 586.7170  1.7715e-01    28.01
 586.7205  2.4544e-01    38.80
 586.7240  3.1222e-01    49.36
 586.7274  3.1662e-01    50.06
 586.7309  2.9933e-01    47.33
 586.7344  2.0413e-01    32.27
 586.7379  1.7003e-01    26.88
 586.7414  1.7088e-01    27.02
 586.7449  2.6121e-01    41.30
 586.7483  6.6875e-01   105.74
 586.7518  8.7449e-01   138.27
 586.7553  1.0304e+00   162.92
 586.7588  8.9967e-01   142.25
 586.7623  5.8709e-01    92.83
 586.7657  3.2805e-01    51.87
 586.7692  1.3724e-01    21.70
 586.7727  1.2160e-01    19.23
 586.7762  1.1705e-01    18.51
 586.7797  1.1680e-01    18.47
 586.7832  1.3151e-01    20.79
 586.7866  1.1812e-01    18.68
 586.7901  1.0765e-01    17.02
 586.7936  1.0429e-01    16.49
 586.7971  1.2553e-01    19.85
 586.8006  1.2944e-01    20.47
 586.8040  1.2732e-01    20.13
 586.8075  1.2345e-01    19.52
 586.8110  1.3644e-01    21.57
 586.8145  1.4412e-01    22.79
 586.8180  1.3801e-01    21.82
 586.8215  2.3161e-01    36.63
 586.8249  3.2445e-01    51.31
 586.8284  4.2791e-01    67.67
 586.8319  4.5400e-01    71.79
 586.8354  3.9240e-01    62.05
 586.8389  3.1542e-01    49.88
 586.8424  1.7866e-01    28.25
 586.8458  1.2363e-01    19.55
 586.8493  1.2144e-01    19.20
 586.8528  1.3730e-01    21.71
 586.8563  1.2563e-01    19.87
 586.8598  1.2033e-01    19.03
 586.8632  1.2482e-01    19.74
 586.8667  1.4737e-01    23.31
 586.8702  1.3474e-01    21.31
 586.8737  1.2613e-01    19.95
 586.8772  1.1868e-01    18.77
 586.8807  1.4679e-01    23.21
 586.8841  1.3462e-01    21.29
 586.8876  1.2599e-01    19.92
 586.8911  1.2031e-01    19.03
 586.8946  1.2015e-01    19.00
 586.8981  1.2163e-01    19.24
 586.9015  1.2320e-01    19.48
 586.9050  1.1601e-01    18.35
 586.9085  1.2381e-01    19.58
 586.9120  1.3381e-01    21.16
 586.9155  1.4994e-01    23.71
 586.9190  2.1051e-01    33.29
 586.9224  2.6930e-01    42.59
 586.9259  3.1973e-01    50.57
 586.9294  3.2842e-01    51.94
 586.9329  2.5890e-01    40.95
 586.9364  2.1526e-01    34.05
 586.9398  1.8164e-01    28.73
 586.9433  2.1308e-01    33.70
 586.9468  2.3003e-01    36.38
 586.9503  2.3683e-01    37.46
 586.9538  2.0945e-01    33.13
 586.9573  1.6775e-01    26.53
 586.9607  1.4470e-01    22.89
 586.9642  1.2839e-01    20.31
 586.9677  1.1247e-01    17.79
 586.9712  1.1491e-01    18.18
 586.9747  1.1810e-01    18.68
 586.9781  1.2489e-01    19.75
 586.9816  1.3485e-01    21.33
 586.9851  1.2331e-01    19.50
 586.9886  1.0881e-01    17.21
 586.9921  1.2660e-01    20.03
 586.9956  1.0693e-01    16.91
 586.9990  1.0379e-01    16.42
 587.0025  1.2049e-01    19.06
 587.0060  1.0929e-01    17.29
 587.0095  1.1850e-01    18.74
 587.0130  1.2717e-01    20.12
 587.0165  1.1694e-01    18.50
 587.0199  1.1152e-01    17.64
 587.0234  1.0485e-01    16.59
 587.0269  9.4855e-02    15.00
 587.0304  1.2908e-01    20.42
 587.0339  1.2942e-01    20.47
 587.0373  1.3060e-01    20.66
 587.0408  1.3306e-01    21.05
 587.0443  1.2655e-01    20.02
 587.0478  1.2554e-01    19.86
 587.0513  1.2596e-01    19.93
 587.0548  1.3633e-01    21.57
 587.0582  1.2584e-01    19.91
 587.0617  1.2494e-01    19.77
 587.0652  1.3523e-01    21.39
 587.0687  1.1430e-01    18.08
 587.0722  1.1950e-01    18.91
 587.0756  1.2601e-01    19.93
 587.0791  1.2258e-01    19.39
 587.0826  1.2202e-01    19.30
 587.0861  1.2172e-01    19.26
 587.0896  1.2168e-01    19.25
 587.0931  1.2095e-01    19.13
 587.0965  1.2103e-01    19.15
 587.1000  1.1920e-01    18.86
 587.1035  1.1349e-01    17.95
 587.1070  1.1654e-01    18.44
 587.1105  1.2766e-01    20.20
 587.1139  1.4139e-01    22.37
 587.1174  1.6127e-01    25.51
 587.1209  1.5070e-01    23.84
 587.1244  1.3528e-01    21.40
 587.1279  1.1309e-01    17.89
 587.1314  1.3450e-01    21.28
 587.1348  1.2061e-01    19.08
 587.1383  1.1219e-01    17.75
 587.1418  1.2436e-01    19.68
 587.1453  1.0933e-01    17.30
 587.1488  1.1416e-01    18.06
 587.1522  1.2566e-01    19.88
 587.1557  1.4290e-01    22.61
 587.1592  1.3781e-01    21.80
 587.1627  1.3110e-01    20.74
 587.1662  1.2076e-01    19.11
 587.1697  1.3140e-01    20.79
 587.1731  1.2370e-01    19.57
 587.1766  1.1780e-01    18.64
 587.1801  1.2078e-01    19.11
 587.1836  1.3318e-01    21.07
 587.1871  1.4122e-01    22.35
 587.1906  1.4593e-01    23.09
 587.1940  1.2499e-01    19.78
 587.1975  1.3533e-01    21.41
 587.2010  1.3639e-01    21.58
 587.2045  1.2857e-01    20.34
 587.2080  1.2492e-01    19.77
 587.2114  1.2690e-01    20.08
 587.2149  1.2781e-01    20.22
 587.2184  1.2475e-01    19.74
 587.2219  1.2136e-01    19.20
 587.2254  1.2597e-01    19.93
 587.2289  1.3221e-01    20.92
 587.2323  1.3552e-01    21.44
 587.2358  1.4090e-01    22.30
 587.2393  1.3940e-01    22.06
 587.2428  1.3210e-01    20.90
 587.2463  1.2819e-01    20.29
 587.2497  1.2560e-01    19.88
 587.2532  1.2539e-01    19.84
 587.2567  1.3111e-01    20.75
 587.2602  1.5371e-01    24.32
 587.2637  2.1883e-01    34.63
 587.2672  2.9996e-01    47.47
 587.2706  4.1922e-01    66.34
 587.2741  4.2214e-01    66.80
 587.2776  3.7924e-01    60.02
 587.2811  3.0560e-01    48.36
 587.2846  1.6533e-01    26.16
 587.2880  1.2746e-01    20.17
 587.2915  1.1010e-01    17.42
 587.2950  1.2100e-01    19.15
 587.2985  1.2732e-01    20.15
 587.3020  1.2660e-01    20.04
 587.3055  1.2201e-01    19.31
 587.3089  1.0925e-01    17.29
 587.3124  1.3326e-01    21.09
 587.3159  1.3321e-01    21.08
 587.3194  1.2468e-01    19.73
 587.3229  1.2144e-01    19.22
 587.3263  1.5064e-01    23.84
 587.3298  1.5277e-01    24.18
 587.3333  1.3266e-01    21.00
 587.3368  1.2967e-01    20.52
 587.3403  1.2348e-01    19.54
 587.3438  1.1916e-01    18.86
 587.3472  1.1931e-01    18.88
 587.3507  1.1907e-01    18.84
 587.3542  1.3504e-01    21.37
 587.3577  1.4575e-01    23.07
 587.3612  1.2296e-01    19.46
 587.3647  1.1427e-01    18.09
 587.3681  1.1119e-01    17.60
 587.3716  1.1233e-01    17.78
 587.3751  1.3375e-01    21.17
 587.3786  1.3867e-01    21.95
 587.3821  1.3865e-01    21.95
 587.3855  1.3326e-01    21.09
 587.3890  1.3352e-01    21.13
 587.3925  1.2656e-01    20.03
 587.3960  1.2136e-01    19.21
 587.3995  1.1822e-01    18.71
 587.4030  1.2839e-01    20.32
 587.4064  1.3196e-01    20.89
 587.4099  1.3448e-01    21.29
 587.4134  1.3758e-01    21.78
 587.4169  1.3118e-01    20.76
 587.4204  1.1952e-01    18.92
 587.4238  1.0818e-01    17.12
 587.4273  1.2547e-01    19.86
 587.4308  1.2290e-01    19.45
 587.4343  1.2495e-01    19.78
 587.4378  1.2930e-01    20.47
 587.4413  1.4409e-01    22.81
 587.4447  1.3452e-01    21.29
 587.4482  1.3635e-01    21.58
 587.4517  1.5234e-01    24.12
 587.4552  1.2751e-01    20.19
 587.4587  1.2590e-01    19.93
 587.4621  1.2420e-01    19.66
 587.4656  1.1838e-01    18.74
 587.4691  1.2766e-01    20.21
 587.4726  1.2196e-01    19.31
 587.4761  1.1940e-01    18.90
 587.4796  1.4864e-01    23.53
 587.4830  1.3682e-01    21.66
 587.4865  1.4308e-01    22.65
 587.4900  1.5850e-01    25.09
 587.4935  1.8296e-01    28.96
 587.4970  1.6403e-01    25.97
 587.5004  1.4305e-01    22.65
 587.5039  1.1839e-01    18.74
 587.5074  1.2300e-01    19.47
 587.5109  1.1811e-01    18.70
 587.5144  1.1651e-01    18.45
 587.5179  1.1892e-01    18.83
 587.5213  1.3018e-01    20.61
 587.5248  1.3283e-01    21.03
 587.5283  1.4148e-01    22.40
 587.5318  1.6444e-01    26.03
 587.5353  1.9166e-01    30.34
 587.5388  1.9696e-01    31.18
 587.5422  1.9385e-01    30.69
 587.5457  1.7209e-01    27.25
 587.5492  1.3724e-01    21.73
 587.5527  1.2834e-01    20.32
 587.5562  1.2683e-01    20.08
 587.5596  1.3028e-01    20.63
 587.5631  1.2416e-01    19.66
 587.5666  1.1945e-01    18.91
 587.5701  1.1603e-01    18.37
 587.5736  1.2302e-01    19.48
 587.5771  1.3424e-01    21.25
 587.5805  1.3155e-01    20.83
 587.5840  1.2098e-01    19.16
 587.5875  1.4371e-01    22.75
 587.5910  1.3867e-01    21.96
 587.5945  1.3072e-01    20.70
 587.5979  1.2023e-01    19.04
 587.6014  1.1279e-01    17.86
 587.6049  1.2040e-01    19.06
 587.6084  1.2387e-01    19.61
 587.6119  1.2161e-01    19.26
 587.6154  1.1814e-01    18.71
 587.6188  1.1338e-01    17.95
 587.6223  1.1293e-01    17.88
 587.6258  1.2175e-01    19.28
 587.6293  1.1819e-01    18.72
 587.6328  1.1158e-01    17.67
 587.6362  1.1022e-01    17.45
 587.6397  1.2585e-01    19.93
 587.6432  1.1213e-01    17.76
 587.6467  1.0591e-01    16.77
 587.6502  1.0534e-01    16.68
 587.6537  1.1838e-01    18.75
 587.6571  1.1174e-01    17.70
 587.6606  1.1831e-01    18.74
 587.6641  1.2627e-01    20.00
 587.6676  1.2297e-01    19.47
 587.6711  1.3003e-01    20.59
 587.6746  1.2474e-01    19.75
 587.6780  1.1706e-01    18.54
 587.6815  1.2428e-01    19.68
 587.6850  1.2392e-01    19.62
 587.6885  1.2724e-01    20.15
 587.6920  1.3240e-01    20.97
 587.6954  1.3564e-01    21.48
